"Indicator_Name","Indicator_Number","State","Type","Value","SE","CV","CI_Lower","CI_Upper","Indicator","Year"
"53. Estimated % of BLM range acres that meet this condition",23,"WY","1",39.13,3.87,0.099,34.18,44.09,"AT LEAST 30% OF THE LAND IS BARE GROUND","2020"
"53. Estimated % of BLM range acres that meet this condition",23,"WY","2",0,0,0,0,0,"AT LEAST 30% OF THE LAND IS BARE GROUND","2020"
"55. Estimated BLM range acres that meet this condition",23,"BLM","NA",53132526,4171955,0.079,47785950,58479101,"AT LEAST 30% OF THE LAND IS BARE GROUND","2020"
"55. Estimated BLM range acres that meet this condition",23,"AZ","2",1089149,664267,0.61,237857,1940441,"AT LEAST 30% OF THE LAND IS BARE GROUND","2020"
"55. Estimated BLM range acres that meet this condition",23,"CA","1",0,0,0,0,0,"AT LEAST 30% OF THE LAND IS BARE GROUND","2020"
"55. Estimated BLM range acres that meet this condition",23,"CA","2",0,0,0,0,0,"AT LEAST 30% OF THE LAND IS BARE GROUND","2020"
"55. Estimated BLM range acres that meet this condition",23,"CO","1",1103786,176845,0.16,877151,1330422,"AT LEAST 30% OF THE LAND IS BARE GROUND","2020"
"55. Estimated BLM range acres that meet this condition",23,"CO","2",956348,486319,0.509,333105,1579590,"AT LEAST 30% OF THE LAND IS BARE GROUND","2020"
"55. Estimated BLM range acres that meet this condition",23,"ID","1",0,0,0,0,0,"AT LEAST 30% OF THE LAND IS BARE GROUND","2020"
"55. Estimated BLM range acres that meet this condition",23,"ID","2",0,0,0,0,0,"AT LEAST 30% OF THE LAND IS BARE GROUND","2020"
"55. Estimated BLM range acres that meet this condition",23,"MT","1",805163,189120,0.235,562795,1047530,"AT LEAST 30% OF THE LAND IS BARE GROUND","2020"
"55. Estimated BLM range acres that meet this condition",23,"MT","2",556410,593454,1.067,0,1316952,"AT LEAST 30% OF THE LAND IS BARE GROUND","2020"
"55. Estimated BLM range acres that meet this condition",23,"NV","1",4031927,852310,0.211,2939649,5124206,"AT LEAST 30% OF THE LAND IS BARE GROUND","2020"
"55. Estimated BLM range acres that meet this condition",23,"NV","2",12752876,2679634,0.21,9318787,16186965,"AT LEAST 30% OF THE LAND IS BARE GROUND","2020"
"55. Estimated BLM range acres that meet this condition",23,"NM","2",11566621,1333219,0.115,9858032,13275209,"AT LEAST 30% OF THE LAND IS BARE GROUND","2020"
"55. Estimated BLM range acres that meet this condition",23,"OR","1",4221408,516845,0.122,3559045,4883771,"AT LEAST 30% OF THE LAND IS BARE GROUND","2020"
"55. Estimated BLM range acres that meet this condition",23,"OR","2",446614,494581,1.107,0,1080445,"AT LEAST 30% OF THE LAND IS BARE GROUND","2020"
"55. Estimated BLM range acres that meet this condition",23,"SD","2",0,0,0,0,0,"AT LEAST 30% OF THE LAND IS BARE GROUND","2020"
"55. Estimated BLM range acres that meet this condition",23,"UT","1",338518,238399,0.704,32998,644038,"AT LEAST 30% OF THE LAND IS BARE GROUND","2020"
"55. Estimated BLM range acres that meet this condition",23,"UT","2",8919915,1805461,0.202,6606124,11233706,"AT LEAST 30% OF THE LAND IS BARE GROUND","2020"
"55. Estimated BLM range acres that meet this condition",23,"WA","2",0,0,0,0,0,"AT LEAST 30% OF THE LAND IS BARE GROUND","2020"
"55. Estimated BLM range acres that meet this condition",23,"WY","1",6343792,651188,0.103,5509261,7178322,"AT LEAST 30% OF THE LAND IS BARE GROUND","2020"
"55. Estimated BLM range acres that meet this condition",23,"WY","2",0,0,0,0,0,"AT LEAST 30% OF THE LAND IS BARE GROUND","2020"
"56. Estimated % of BLM range acres that meet this condition",24,"BLM","NA",22.19,1.98,0.089,19.65,24.72,"AT LEAST 40% OF THE LAND IS BARE GROUND","2020"
"56. Estimated % of BLM range acres that meet this condition",24,"AZ","2",3.45,3.49,1.011,0,7.92,"AT LEAST 40% OF THE LAND IS BARE GROUND","2020"
"56. Estimated % of BLM range acres that meet this condition",24,"CA","1",0,0,0,0,0,"AT LEAST 40% OF THE LAND IS BARE GROUND","2020"
"56. Estimated % of BLM range acres that meet this condition",24,"CA","2",0,0,0,0,0,"AT LEAST 40% OF THE LAND IS BARE GROUND","2020"
"56. Estimated % of BLM range acres that meet this condition",24,"CO","1",20.55,5.24,0.255,13.83,27.27,"AT LEAST 40% OF THE LAND IS BARE GROUND","2020"
"56. Estimated % of BLM range acres that meet this condition",24,"CO","2",2.63,2.78,1.058,0,6.2,"AT LEAST 40% OF THE LAND IS BARE GROUND","2020"
"56. Estimated % of BLM range acres that meet this condition",24,"ID","1",0,0,0,0,0,"AT LEAST 40% OF THE LAND IS BARE GROUND","2020"
"56. Estimated % of BLM range acres that meet this condition",24,"ID","2",0,0,0,0,0,"AT LEAST 40% OF THE LAND IS BARE GROUND","2020"
"56. Estimated % of BLM range acres that meet this condition",24,"MT","1",4.45,2.06,0.463,1.81,7.09,"AT LEAST 40% OF THE LAND IS BARE GROUND","2020"
"56. Estimated % of BLM range acres that meet this condition",24,"MT","2",0,0,0,0,0,"AT LEAST 40% OF THE LAND IS BARE GROUND","2020"
"56. Estimated % of BLM range acres that meet this condition",24,"NV","1",14.32,4.38,0.306,8.71,19.94,"AT LEAST 40% OF THE LAND IS BARE GROUND","2020"
"56. Estimated % of BLM range acres that meet this condition",24,"NV","2",25.63,6.01,0.234,17.93,33.33,"AT LEAST 40% OF THE LAND IS BARE GROUND","2020"
"56. Estimated % of BLM range acres that meet this condition",24,"NM","2",56.78,8.81,0.155,45.49,68.08,"AT LEAST 40% OF THE LAND IS BARE GROUND","2020"
"56. Estimated % of BLM range acres that meet this condition",24,"OR","1",18.91,3.22,0.17,14.78,23.04,"AT LEAST 40% OF THE LAND IS BARE GROUND","2020"
"56. Estimated % of BLM range acres that meet this condition",24,"OR","2",4.72,5.31,1.126,0,11.53,"AT LEAST 40% OF THE LAND IS BARE GROUND","2020"
"56. Estimated % of BLM range acres that meet this condition",24,"SD","2",0,0,0,0,0,"AT LEAST 40% OF THE LAND IS BARE GROUND","2020"
"56. Estimated % of BLM range acres that meet this condition",24,"UT","1",3.58,3.91,1.091,0,8.6,"AT LEAST 40% OF THE LAND IS BARE GROUND","2020"
"56. Estimated % of BLM range acres that meet this condition",24,"UT","2",34.1,9.07,0.266,22.48,45.72,"AT LEAST 40% OF THE LAND IS BARE GROUND","2020"
"56. Estimated % of BLM range acres that meet this condition",24,"WA","2",0,0,0,0,0,"AT LEAST 40% OF THE LAND IS BARE GROUND","2020"
"56. Estimated % of BLM range acres that meet this condition",24,"WY","1",21.41,3.25,0.152,17.25,25.58,"AT LEAST 40% OF THE LAND IS BARE GROUND","2020"
"56. Estimated % of BLM range acres that meet this condition",24,"WY","2",0,0,0,0,0,"AT LEAST 40% OF THE LAND IS BARE GROUND","2020"
"58. Estimated BLM range acres that meet this condition",24,"BLM","NA",34246250,3050012,0.089,30337502,38154999,"AT LEAST 40% OF THE LAND IS BARE GROUND","2020"
"58. Estimated BLM range acres that meet this condition",24,"AZ","2",526439,537759,1.022,0,1215605,"AT LEAST 40% OF THE LAND IS BARE GROUND","2020"
"58. Estimated BLM range acres that meet this condition",24,"CA","1",0,0,0,0,0,"AT LEAST 40% OF THE LAND IS BARE GROUND","2020"
"58. Estimated BLM range acres that meet this condition",24,"CA","2",0,0,0,0,0,"AT LEAST 40% OF THE LAND IS BARE GROUND","2020"
"58. Estimated BLM range acres that meet this condition",24,"CO","1",474742,116946,0.246,324870,624614,"AT LEAST 40% OF THE LAND IS BARE GROUND","2020"
"58. Estimated BLM range acres that meet this condition",24,"CO","2",159767,168282,1.053,0,375430,"AT LEAST 40% OF THE LAND IS BARE GROUND","2020"
"58. Estimated BLM range acres that meet this condition",24,"ID","1",0,0,0,0,0,"AT LEAST 40% OF THE LAND IS BARE GROUND","2020"
"58. Estimated BLM range acres that meet this condition",24,"ID","2",0,0,0,0,0,"AT LEAST 40% OF THE LAND IS BARE GROUND","2020"
"58. Estimated BLM range acres that meet this condition",24,"MT","1",310942,143532,0.462,126998,494886,"AT LEAST 40% OF THE LAND IS BARE GROUND","2020"
"58. Estimated BLM range acres that meet this condition",24,"MT","2",0,0,0,0,0,"AT LEAST 40% OF THE LAND IS BARE GROUND","2020"
"58. Estimated BLM range acres that meet this condition",24,"NV","1",2125793,656652,0.309,1284260,2967326,"AT LEAST 40% OF THE LAND IS BARE GROUND","2020"
"58. Estimated BLM range acres that meet this condition",24,"NV","2",8825402,2167963,0.246,6047045,11603758,"AT LEAST 40% OF THE LAND IS BARE GROUND","2020"
"58. Estimated BLM range acres that meet this condition",24,"NM","2",9353021,1520007,0.163,7405053,11300988,"AT LEAST 40% OF THE LAND IS BARE GROUND","2020"
"58. Estimated BLM range acres that meet this condition",24,"OR","1",2075886,356013,0.171,1619637,2532136,"AT LEAST 40% OF THE LAND IS BARE GROUND","2020"
"58. Estimated BLM range acres that meet this condition",24,"OR","2",223307,247291,1.107,0,540223,"AT LEAST 40% OF THE LAND IS BARE GROUND","2020"
"58. Estimated BLM range acres that meet this condition",24,"SD","2",0,0,0,0,0,"AT LEAST 40% OF THE LAND IS BARE GROUND","2020"
"58. Estimated BLM range acres that meet this condition",24,"UT","1",42149,47989,1.139,0,103649,"AT LEAST 40% OF THE LAND IS BARE GROUND","2020"
"58. Estimated BLM range acres that meet this condition",24,"UT","2",6657531,1753978,0.263,4409718,8905345,"AT LEAST 40% OF THE LAND IS BARE GROUND","2020"
"58. Estimated BLM range acres that meet this condition",24,"WA","2",0,0,0,0,0,"AT LEAST 40% OF THE LAND IS BARE GROUND","2020"
"58. Estimated BLM range acres that meet this condition",24,"WY","1",3471272,545992,0.157,2771555,4170989,"AT LEAST 40% OF THE LAND IS BARE GROUND","2020"
"58. Estimated BLM range acres that meet this condition",24,"WY","2",0,0,0,0,0,"AT LEAST 40% OF THE LAND IS BARE GROUND","2020"
"59. Estimated % of BLM range acres that meet this condition",25,"BLM","NA",15.24,1.8,0.118,12.93,17.55,"AT LEAST 50% OF THE LAND IS BARE GROUND","2020"
"59. Estimated % of BLM range acres that meet this condition",25,"AZ","2",0,0,0,0,0,"AT LEAST 50% OF THE LAND IS BARE GROUND","2020"
"59. Estimated % of BLM range acres that meet this condition",25,"CA","1",0,0,0,0,0,"AT LEAST 50% OF THE LAND IS BARE GROUND","2020"
"59. Estimated % of BLM range acres that meet this condition",25,"CA","2",0,0,0,0,0,"AT LEAST 50% OF THE LAND IS BARE GROUND","2020"
"59. Estimated % of BLM range acres that meet this condition",25,"CO","1",9.43,3.67,0.389,4.72,14.13,"AT LEAST 50% OF THE LAND IS BARE GROUND","2020"
"59. Estimated % of BLM range acres that meet this condition",25,"CO","2",0,0,0,0,0,"AT LEAST 50% OF THE LAND IS BARE GROUND","2020"
"59. Estimated % of BLM range acres that meet this condition",25,"ID","1",0,0,0,0,0,"AT LEAST 50% OF THE LAND IS BARE GROUND","2020"
"59. Estimated % of BLM range acres that meet this condition",25,"ID","2",0,0,0,0,0,"AT LEAST 50% OF THE LAND IS BARE GROUND","2020"
"59. Estimated % of BLM range acres that meet this condition",25,"MT","1",2.53,1.71,0.674,0.34,4.72,"AT LEAST 50% OF THE LAND IS BARE GROUND","2020"
"59. Estimated % of BLM range acres that meet this condition",25,"MT","2",0,0,0,0,0,"AT LEAST 50% OF THE LAND IS BARE GROUND","2020"
"59. Estimated % of BLM range acres that meet this condition",25,"NV","1",7.65,2.64,0.346,4.26,11.04,"AT LEAST 50% OF THE LAND IS BARE GROUND","2020"
"59. Estimated % of BLM range acres that meet this condition",25,"NV","2",18.49,5.37,0.29,11.61,25.36,"AT LEAST 50% OF THE LAND IS BARE GROUND","2020"
"59. Estimated % of BLM range acres that meet this condition",25,"NM","2",51.04,7.98,0.156,40.81,61.27,"AT LEAST 50% OF THE LAND IS BARE GROUND","2020"
"59. Estimated % of BLM range acres that meet this condition",25,"OR","1",6.66,1.91,0.287,4.21,9.11,"AT LEAST 50% OF THE LAND IS BARE GROUND","2020"
"59. Estimated % of BLM range acres that meet this condition",25,"OR","2",0,0,0,0,0,"AT LEAST 50% OF THE LAND IS BARE GROUND","2020"
"59. Estimated % of BLM range acres that meet this condition",25,"SD","2",0,0,0,0,0,"AT LEAST 50% OF THE LAND IS BARE GROUND","2020"
"59. Estimated % of BLM range acres that meet this condition",25,"UT","1",0,0,0,0,0,"AT LEAST 50% OF THE LAND IS BARE GROUND","2020"
"59. Estimated % of BLM range acres that meet this condition",25,"UT","2",23.78,8.58,0.361,12.78,34.77,"AT LEAST 50% OF THE LAND IS BARE GROUND","2020"
"59. Estimated % of BLM range acres that meet this condition",25,"WA","2",0,0,0,0,0,"AT LEAST 50% OF THE LAND IS BARE GROUND","2020"
"59. Estimated % of BLM range acres that meet this condition",25,"WY","1",11.37,2.07,0.182,8.72,14.03,"AT LEAST 50% OF THE LAND IS BARE GROUND","2020"
"59. Estimated % of BLM range acres that meet this condition",25,"WY","2",0,0,0,0,0,"AT LEAST 50% OF THE LAND IS BARE GROUND","2020"
"61. Estimated BLM range acres that meet this condition",25,"BLM","NA",23521117,2785649,0.118,19951165,27091070,"AT LEAST 50% OF THE LAND IS BARE GROUND","2020"
"61. Estimated BLM range acres that meet this condition",25,"AZ","2",0,0,0,0,0,"AT LEAST 50% OF THE LAND IS BARE GROUND","2020"
"61. Estimated BLM range acres that meet this condition",25,"CA","1",0,0,0,0,0,"AT LEAST 50% OF THE LAND IS BARE GROUND","2020"
"61. Estimated BLM range acres that meet this condition",25,"CA","2",0,0,0,0,0,"AT LEAST 50% OF THE LAND IS BARE GROUND","2020"
"61. Estimated BLM range acres that meet this condition",25,"CO","1",217795,82784,0.38,111703,323887,"AT LEAST 50% OF THE LAND IS BARE GROUND","2020"
"61. Estimated BLM range acres that meet this condition",25,"CO","2",0,0,0,0,0,"AT LEAST 50% OF THE LAND IS BARE GROUND","2020"
"61. Estimated BLM range acres that meet this condition",25,"ID","1",0,0,0,0,0,"AT LEAST 50% OF THE LAND IS BARE GROUND","2020"
"61. Estimated BLM range acres that meet this condition",25,"ID","2",0,0,0,0,0,"AT LEAST 50% OF THE LAND IS BARE GROUND","2020"
"61. Estimated BLM range acres that meet this condition",25,"MT","1",177077,119177,0.673,24345,329809,"AT LEAST 50% OF THE LAND IS BARE GROUND","2020"
"61. Estimated BLM range acres that meet this condition",25,"MT","2",0,0,0,0,0,"AT LEAST 50% OF THE LAND IS BARE GROUND","2020"
"61. Estimated BLM range acres that meet this condition",25,"NV","1",1134994,397006,0.35,626210,1643777,"AT LEAST 50% OF THE LAND IS BARE GROUND","2020"
"61. Estimated BLM range acres that meet this condition",25,"NV","2",6366332,1936277,0.304,3884893,8847771,"AT LEAST 50% OF THE LAND IS BARE GROUND","2020"
"61. Estimated BLM range acres that meet this condition",25,"NM","2",8407453,1348534,0.16,6679237,10135669,"AT LEAST 50% OF THE LAND IS BARE GROUND","2020"
"61. Estimated BLM range acres that meet this condition",25,"OR","1",730850,208567,0.285,463560,998139,"AT LEAST 50% OF THE LAND IS BARE GROUND","2020"
"61. Estimated BLM range acres that meet this condition",25,"OR","2",0,0,0,0,0,"AT LEAST 50% OF THE LAND IS BARE GROUND","2020"
"61. Estimated BLM range acres that meet this condition",25,"SD","2",0,0,0,0,0,"AT LEAST 50% OF THE LAND IS BARE GROUND","2020"
"61. Estimated BLM range acres that meet this condition",25,"UT","1",0,0,0,0,0,"AT LEAST 50% OF THE LAND IS BARE GROUND","2020"
"61. Estimated BLM range acres that meet this condition",25,"UT","2",4642810,1657150,0.357,2519087,6766533,"AT LEAST 50% OF THE LAND IS BARE GROUND","2020"
"61. Estimated BLM range acres that meet this condition",25,"WA","2",0,0,0,0,0,"AT LEAST 50% OF THE LAND IS BARE GROUND","2020"
"61. Estimated BLM range acres that meet this condition",25,"WY","1",1843807,349934,0.19,1395349,2292265,"AT LEAST 50% OF THE LAND IS BARE GROUND","2020"
"61. Estimated BLM range acres that meet this condition",25,"WY","2",0,0,0,0,0,"AT LEAST 50% OF THE LAND IS BARE GROUND","2020"
"63. Estimated % of BLM range acres that meet this condition",27,"BLM","NA",56.67,2.47,0.043,53.51,59.83,"SOIL AGGREGATE STABILITY IS 4 OR LESS (1=LOW; 6=HIGH RESISTANCE TO EROSION)","2020"
"63. Estimated % of BLM range acres that meet this condition",27,"AZ","2",58.29,8.51,0.146,47.39,69.2,"SOIL AGGREGATE STABILITY IS 4 OR LESS (1=LOW; 6=HIGH RESISTANCE TO EROSION)","2020"
"63. Estimated % of BLM range acres that meet this condition",27,"CA","1",0,0,0,0,0,"SOIL AGGREGATE STABILITY IS 4 OR LESS (1=LOW; 6=HIGH RESISTANCE TO EROSION)","2020"
"63. Estimated % of BLM range acres that meet this condition",27,"CA","2",0,0,0,0,0,"SOIL AGGREGATE STABILITY IS 4 OR LESS (1=LOW; 6=HIGH RESISTANCE TO EROSION)","2020"
"63. Estimated % of BLM range acres that meet this condition",27,"CO","1",60.56,7.41,0.122,51.06,70.06,"SOIL AGGREGATE STABILITY IS 4 OR LESS (1=LOW; 6=HIGH RESISTANCE TO EROSION)","2020"
"63. Estimated % of BLM range acres that meet this condition",27,"CO","2",52.34,11.45,0.219,37.66,67.02,"SOIL AGGREGATE STABILITY IS 4 OR LESS (1=LOW; 6=HIGH RESISTANCE TO EROSION)","2020"
"63. Estimated % of BLM range acres that meet this condition",27,"ID","1",0,0,0,0,0,"SOIL AGGREGATE STABILITY IS 4 OR LESS (1=LOW; 6=HIGH RESISTANCE TO EROSION)","2020"
"63. Estimated % of BLM range acres that meet this condition",27,"ID","2",0,0,0,0,0,"SOIL AGGREGATE STABILITY IS 4 OR LESS (1=LOW; 6=HIGH RESISTANCE TO EROSION)","2020"
"63. Estimated % of BLM range acres that meet this condition",27,"MT","1",31.51,4.05,0.129,26.32,36.7,"SOIL AGGREGATE STABILITY IS 4 OR LESS (1=LOW; 6=HIGH RESISTANCE TO EROSION)","2020"
"63. Estimated % of BLM range acres that meet this condition",27,"MT","2",25.12,36.28,1.444,0,71.62,"SOIL AGGREGATE STABILITY IS 4 OR LESS (1=LOW; 6=HIGH RESISTANCE TO EROSION)","2020"
"63. Estimated % of BLM range acres that meet this condition",27,"NV","1",60.34,4.79,0.079,54.21,66.48,"SOIL AGGREGATE STABILITY IS 4 OR LESS (1=LOW; 6=HIGH RESISTANCE TO EROSION)","2020"
"63. Estimated % of BLM range acres that meet this condition",27,"NV","2",60.3,5.28,0.088,53.53,67.07,"SOIL AGGREGATE STABILITY IS 4 OR LESS (1=LOW; 6=HIGH RESISTANCE TO EROSION)","2020"
"63. Estimated % of BLM range acres that meet this condition",27,"NM","2",92.8,4.11,0.044,87.53,98.06,"SOIL AGGREGATE STABILITY IS 4 OR LESS (1=LOW; 6=HIGH RESISTANCE TO EROSION)","2020"
"63. Estimated % of BLM range acres that meet this condition",27,"OR","1",37,5.15,0.139,30.41,43.59,"SOIL AGGREGATE STABILITY IS 4 OR LESS (1=LOW; 6=HIGH RESISTANCE TO EROSION)","2020"
"63. Estimated % of BLM range acres that meet this condition",27,"OR","2",9.44,10.63,1.126,0,23.06,"SOIL AGGREGATE STABILITY IS 4 OR LESS (1=LOW; 6=HIGH RESISTANCE TO EROSION)","2020"
"63. Estimated % of BLM range acres that meet this condition",27,"SD","2",50,49.13,0.983,0,100,"SOIL AGGREGATE STABILITY IS 4 OR LESS (1=LOW; 6=HIGH RESISTANCE TO EROSION)","2020"
"63. Estimated % of BLM range acres that meet this condition",27,"UT","1",60.62,19.52,0.322,35.6,85.64,"SOIL AGGREGATE STABILITY IS 4 OR LESS (1=LOW; 6=HIGH RESISTANCE TO EROSION)","2020"
"63. Estimated % of BLM range acres that meet this condition",27,"UT","2",34.92,8.85,0.254,23.57,46.26,"SOIL AGGREGATE STABILITY IS 4 OR LESS (1=LOW; 6=HIGH RESISTANCE TO EROSION)","2020"
"63. Estimated % of BLM range acres that meet this condition",27,"WA","2",0,0,0,0,0,"SOIL AGGREGATE STABILITY IS 4 OR LESS (1=LOW; 6=HIGH RESISTANCE TO EROSION)","2020"
"63. Estimated % of BLM range acres that meet this condition",27,"WY","1",70.09,2.93,0.042,66.34,73.85,"SOIL AGGREGATE STABILITY IS 4 OR LESS (1=LOW; 6=HIGH RESISTANCE TO EROSION)","2020"
"63. Estimated % of BLM range acres that meet this condition",27,"WY","2",87.4,17.51,0.2,64.96,100,"SOIL AGGREGATE STABILITY IS 4 OR LESS (1=LOW; 6=HIGH RESISTANCE TO EROSION)","2020"
"65. Estimated BLM range acres that meet this condition",27,"BLM","NA",87480071,4030973,0.046,82314171,92645970,"SOIL AGGREGATE STABILITY IS 4 OR LESS (1=LOW; 6=HIGH RESISTANCE TO EROSION)","2020"
"65. Estimated BLM range acres that meet this condition",27,"AZ","2",8895702,1299371,0.146,7230491,10560914,"SOIL AGGREGATE STABILITY IS 4 OR LESS (1=LOW; 6=HIGH RESISTANCE TO EROSION)","2020"
"65. Estimated BLM range acres that meet this condition",27,"CA","1",0,0,0,0,0,"SOIL AGGREGATE STABILITY IS 4 OR LESS (1=LOW; 6=HIGH RESISTANCE TO EROSION)","2020"
"65. Estimated BLM range acres that meet this condition",27,"CA","2",0,0,0,0,0,"SOIL AGGREGATE STABILITY IS 4 OR LESS (1=LOW; 6=HIGH RESISTANCE TO EROSION)","2020"
"65. Estimated BLM range acres that meet this condition",27,"CO","1",1399153,166460,0.119,1185826,1612480,"SOIL AGGREGATE STABILITY IS 4 OR LESS (1=LOW; 6=HIGH RESISTANCE TO EROSION)","2020"
"65. Estimated BLM range acres that meet this condition",27,"CO","2",3178401,697680,0.22,2284288,4072514,"SOIL AGGREGATE STABILITY IS 4 OR LESS (1=LOW; 6=HIGH RESISTANCE TO EROSION)","2020"
"65. Estimated BLM range acres that meet this condition",27,"ID","1",0,0,0,0,0,"SOIL AGGREGATE STABILITY IS 4 OR LESS (1=LOW; 6=HIGH RESISTANCE TO EROSION)","2020"
"65. Estimated BLM range acres that meet this condition",27,"ID","2",0,0,0,0,0,"SOIL AGGREGATE STABILITY IS 4 OR LESS (1=LOW; 6=HIGH RESISTANCE TO EROSION)","2020"
"65. Estimated BLM range acres that meet this condition",27,"MT","1",2202327,299263,0.136,1818807,2585848,"SOIL AGGREGATE STABILITY IS 4 OR LESS (1=LOW; 6=HIGH RESISTANCE TO EROSION)","2020"
"65. Estimated BLM range acres that meet this condition",27,"MT","2",275705,380745,1.381,0,763649,"SOIL AGGREGATE STABILITY IS 4 OR LESS (1=LOW; 6=HIGH RESISTANCE TO EROSION)","2020"
"65. Estimated BLM range acres that meet this condition",27,"NV","1",8957560,767240,0.086,7974302,9940817,"SOIL AGGREGATE STABILITY IS 4 OR LESS (1=LOW; 6=HIGH RESISTANCE TO EROSION)","2020"
"65. Estimated BLM range acres that meet this condition",27,"NV","2",20766305,2488752,0.12,17576841,23955768,"SOIL AGGREGATE STABILITY IS 4 OR LESS (1=LOW; 6=HIGH RESISTANCE TO EROSION)","2020"
"65. Estimated BLM range acres that meet this condition",27,"NM","2",15284840,980821,0.064,14027867,16541812,"SOIL AGGREGATE STABILITY IS 4 OR LESS (1=LOW; 6=HIGH RESISTANCE TO EROSION)","2020"
"65. Estimated BLM range acres that meet this condition",27,"OR","1",4062152,557961,0.137,3347096,4777207,"SOIL AGGREGATE STABILITY IS 4 OR LESS (1=LOW; 6=HIGH RESISTANCE TO EROSION)","2020"
"65. Estimated BLM range acres that meet this condition",27,"OR","2",446614,494581,1.107,0,1080445,"SOIL AGGREGATE STABILITY IS 4 OR LESS (1=LOW; 6=HIGH RESISTANCE TO EROSION)","2020"
"65. Estimated BLM range acres that meet this condition",27,"SD","2",395030,388208,0.983,0,892538,"SOIL AGGREGATE STABILITY IS 4 OR LESS (1=LOW; 6=HIGH RESISTANCE TO EROSION)","2020"
"65. Estimated BLM range acres that meet this condition",27,"UT","1",712838,286238,0.402,346009,1079667,"SOIL AGGREGATE STABILITY IS 4 OR LESS (1=LOW; 6=HIGH RESISTANCE TO EROSION)","2020"
"65. Estimated BLM range acres that meet this condition",27,"UT","2",6817526,1741034,0.255,4586301,9048751,"SOIL AGGREGATE STABILITY IS 4 OR LESS (1=LOW; 6=HIGH RESISTANCE TO EROSION)","2020"
"65. Estimated BLM range acres that meet this condition",27,"WA","2",0,0,0,0,0,"SOIL AGGREGATE STABILITY IS 4 OR LESS (1=LOW; 6=HIGH RESISTANCE TO EROSION)","2020"
"65. Estimated BLM range acres that meet this condition",27,"WY","1",11363267,466309,0.041,10765667,11960866,"SOIL AGGREGATE STABILITY IS 4 OR LESS (1=LOW; 6=HIGH RESISTANCE TO EROSION)","2020"
"65. Estimated BLM range acres that meet this condition",27,"WY","2",2722651,744297,0.273,1768797,3676505,"SOIL AGGREGATE STABILITY IS 4 OR LESS (1=LOW; 6=HIGH RESISTANCE TO EROSION)","2020"
"66. Percent Foliar Cover of Sagebrush on BLM range",28,"BLM","NA",7.31,0.43,0.059,6.76,7.87," PERCENT FOLIAR COVER OF SAGEBRUSH ON BLM RANGE","2020"
"66. Percent Foliar Cover of Sagebrush on BLM range",28,"AZ","2",1.57,0.91,0.584,0.39,2.74," PERCENT FOLIAR COVER OF SAGEBRUSH ON BLM RANGE","2020"
"66. Percent Foliar Cover of Sagebrush on BLM range",28,"CA","1",0,0,0,0,0," PERCENT FOLIAR COVER OF SAGEBRUSH ON BLM RANGE","2020"
"66. Percent Foliar Cover of Sagebrush on BLM range",28,"CA","2",0,0,0,0,0," PERCENT FOLIAR COVER OF SAGEBRUSH ON BLM RANGE","2020"
"66. Percent Foliar Cover of Sagebrush on BLM range",28,"CO","1",16.01,1.99,0.124,13.46,18.56," PERCENT FOLIAR COVER OF SAGEBRUSH ON BLM RANGE","2020"
"66. Percent Foliar Cover of Sagebrush on BLM range",28,"CO","2",7.95,3.07,0.386,4.01,11.89," PERCENT FOLIAR COVER OF SAGEBRUSH ON BLM RANGE","2020"
"66. Percent Foliar Cover of Sagebrush on BLM range",28,"ID","1",0,0,0,0,0," PERCENT FOLIAR COVER OF SAGEBRUSH ON BLM RANGE","2020"
"66. Percent Foliar Cover of Sagebrush on BLM range",28,"ID","2",0,0,0,0,0," PERCENT FOLIAR COVER OF SAGEBRUSH ON BLM RANGE","2020"
"66. Percent Foliar Cover of Sagebrush on BLM range",28,"MT","1",6.8,0.73,0.108,5.86,7.74," PERCENT FOLIAR COVER OF SAGEBRUSH ON BLM RANGE","2020"
"66. Percent Foliar Cover of Sagebrush on BLM range",28,"MT","2",23.32,2.08,0.089,20.65,25.98," PERCENT FOLIAR COVER OF SAGEBRUSH ON BLM RANGE","2020"
"66. Percent Foliar Cover of Sagebrush on BLM range",28,"NV","1",10.78,1.39,0.129,9,12.56," PERCENT FOLIAR COVER OF SAGEBRUSH ON BLM RANGE","2020"
"66. Percent Foliar Cover of Sagebrush on BLM range",28,"NV","2",6.43,1.13,0.175,4.98,7.88," PERCENT FOLIAR COVER OF SAGEBRUSH ON BLM RANGE","2020"
"66. Percent Foliar Cover of Sagebrush on BLM range",28,"NM","2",0.38,0.27,0.7,0.04,0.72," PERCENT FOLIAR COVER OF SAGEBRUSH ON BLM RANGE","2020"
"66. Percent Foliar Cover of Sagebrush on BLM range",28,"OR","1",10.68,1.18,0.11,9.17,12.19," PERCENT FOLIAR COVER OF SAGEBRUSH ON BLM RANGE","2020"
"66. Percent Foliar Cover of Sagebrush on BLM range",28,"OR","2",7.59,1.81,0.239,5.27,9.92," PERCENT FOLIAR COVER OF SAGEBRUSH ON BLM RANGE","2020"
"66. Percent Foliar Cover of Sagebrush on BLM range",28,"SD","2",3.47,3.41,0.983,0,7.83," PERCENT FOLIAR COVER OF SAGEBRUSH ON BLM RANGE","2020"
