"","Ecoregion","Year","Indicator_Name","Indicator_Number","Ecoregion_name","Value","SE","CV","CI_Lower","CI_Upper","Indicator","xlab","ylab","var_type","figure_title","Index","figure_title_edit","caption","BLM.Sample","BLM.Acres","Value2","CI_Lower2","CI_Upper2","Flag"
"467","Arizona/ New Mexico Mountains","2011","3. Estimated BLM range acres with BI <= 2",1,"ARIZONA.NEW.MEXICO.MOUNTAINS",540003,213924,0.4,265753,814253,"BIOTIC INTEGRITY HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (BI <= 2)","Year","BLM rangeland acres (millions)","acres","BLM rangeland acres (millions) with none-to-slight or slight-to-moderate departure from biotic integrity reference conditions (BI <=2)",2,"BLM rangeland acres (millions) with none-to-slight or slight-to-moderate departure from biotic integrity reference conditions (BI <=2)","",20,1147998,0.540003,0.265753,0.814253,NA
"468","Arizona/ New Mexico Mountains","2011","Estimated BLM range acres with HF >= 3",7,"ARIZONA.NEW.MEXICO.MOUNTAINS",398319,449513,1.13,0,974595,"HYDROLOGIC FUNCTION HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (HF >= 3)","Year","BLM rangeland acres (millions)","acres","BLM rangeland acres (millions) with moderate or moderate-to-extreme or extreme-to-total departure from hydrologic function reference conditions (HF >= 3) ",14,"BLM rangeland acres (millions) with moderate or moderate-to-extreme or extreme-to-total departure from hydrologic function reference conditions (HF >= 3) ","",20,1147998,0.398319,0,0.974595,NA
"469","Arizona/ New Mexico Mountains","2011","65. Estimated BLM range acres that meet this condition",25,"ARIZONA.NEW.MEXICO.MOUNTAINS",1101225,215002,0.2,825592,1376858,"SOIL AGGREGATE STABILITY IS 4 OR LESS (1=LOW; 6=HIGH RESISTANCE TO EROSION)","Year","BLM rangeland acres (millions)","acres","BLM rangeland acres (millions) where soil aggregate stability is ranked 4 or less",49,"BLM rangeland acres (millions) where soil aggregate stability is ranked 4 or less","",20,1147998,1.101225,0.825592,1.376858,NA
"470","Arizona/ New Mexico Mountains","2011","24. Estimated BLM range acres with SSS = 3",10,"ARIZONA.NEW.MEXICO.MOUNTAINS",0,0,0,0,0,"SOIL AND SITE STABILITY HAD MODERATE DEPARTURE FROM REFERENCE CONDITIONS (SSS = 3)","Year","BLM rangeland acres (millions)","acres","BLM rangeland acres (millions) with moderate departure from soil and site stability reference conditions (SSS = 3)",20,"BLM rangeland acres (millions) with moderate departure from soil and site stability reference conditions (SSS = 3)","",20,1147998,0,0,0,NA
"471","Arizona/ New Mexico Mountains","2011","53. Estimated % of BLM range acres that meet this condition",22,"ARIZONA.NEW.MEXICO.MOUNTAINS",36.53,41.05,1.12,0,89.15,"AT LEAST 30% OF THE LAND IS BARE GROUND","Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with at least 30% bare ground (80% confidence interval) ",42,"Proportion of BLM rangelands with at least 30% bare ground (80% confidence interval) ","",20,1147998,36.53,0,89.15,NA
"472","Arizona/ New Mexico Mountains","2011","27. Estimated BLM range acres with SSS >= 4",12,"ARIZONA.NEW.MEXICO.MOUNTAINS",199160,224756,1.13,0,487297,"SOIL AND SITE STABILITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 4)","Year","BLM rangeland acres (millions)","acres","BLM rangeland acres (millions) with moderate-to-extreme or extreme-to-total departure from soil and site stability reference conditions (SSS >= 4)",24,"BLM rangeland acres (millions) with moderate-to-extreme or extreme-to-total departure from soil and site stability reference conditions (SSS >= 4)","",20,1147998,0.19916,0,0.487297,NA
"473","Arizona/ New Mexico Mountains","2011","34. Estimated % of BLM range acres with at least 1 rangeland health attribute = 3",15,"ARIZONA.NEW.MEXICO.MOUNTAINS",35.61,12.62,0.35,19.43,51.79,"AT LEAST 1 RANGELAND HEALTH ATTRIBUTE HAD MODERATE DEPARTURE FROM REFERENCE CONDITIONS (=3)","Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands where at least 1 rangeland health attribute had moderate departure from reference conditions (= 3) (80% confidence interval) ",29,"Proportion of BLM rangelands where at least 1 rangeland health attribute had moderate departure from reference conditions (= 3) (80% confidence interval) ","",20,1147998,35.61,19.43,51.79,NA
"474","Arizona/ New Mexico Mountains","2011","13. Estimated % of BLM range acres with HF = 3",6,"ARIZONA.NEW.MEXICO.MOUNTAINS",17.35,19.69,1.13,0,42.59,"HYDROLOGIC FUNCTION HAD MODERATE DEPARTURE FROM REFERENCE CONDITIONS (HF = 3)","Year","Percent of rangeland acres on BLM-administered lands ","percent","Proportion of BLM rangelands with moderate departure from hydrologic function reference conditions (HF = 3) (80% confidence interval) ",11,"Proportion of BLM rangelands with moderate departure from hydrologic function reference conditions (HF = 3) (80% confidence interval) ","",20,1147998,17.35,0,42.59,NA
"475","Arizona/ New Mexico Mountains","2011","22. Estimated % of BLM range acres with SSS = 3",10,"ARIZONA.NEW.MEXICO.MOUNTAINS",0,0,0,0,0,"SOIL AND SITE STABILITY HAD MODERATE DEPARTURE FROM REFERENCE CONDITIONS (SSS = 3)","Year","Percent of BLM rangeland ","percent","Proportion of BLM rangelands with moderate departure from soil and site stability reference conditions (SSS = 3) (80% confidence interval) ",19,"Proportion of BLM rangelands with moderate departure from soil and site stability reference conditions (SSS = 3) (80% confidence interval) ","",20,1147998,0,0,0,NA
"476","Arizona/ New Mexico Mountains","2011","1. Estimated % of BLM range acres with BI <= 2",1,"ARIZONA.NEW.MEXICO.MOUNTAINS",47.04,25.93,0.55,13.8,80.28,"BIOTIC INTEGRITY HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (BI <= 2)","Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with none-to-slight or slight-to-moderate departure from biotic integrity reference conditions (BI <=2) (80% confidence interval) ",1,"Proportion of BLM rangelands with none-to-slight or slight-to-moderate departure from biotic integrity reference conditions (BI <=2) (80% confidence interval) ","",20,1147998,47.04,13.8,80.28,NA
"477","Arizona/ New Mexico Mountains","2011","55. Estimated BLM range acres that meet this condition",22,"ARIZONA.NEW.MEXICO.MOUNTAINS",419352,452444,1.08,0,999385,"AT LEAST 30% OF THE LAND IS BARE GROUND","Year","BLM rangeland acres (millions)","acres","BLM rangeland acres (millions) with at least 30% bare ground",43,"BLM rangeland acres (millions) with at least 30% bare ground","",20,1147998,0.419352,0,0.999385,NA
"478","Arizona/ New Mexico Mountains","2011","28. Estimated % of BLM range acres with all 3 rangeland health attributes <= 2",13,"ARIZONA.NEW.MEXICO.MOUNTAINS",47.04,25.93,0.55,13.8,80.28,"ALL 3 RANGELAND HEALTH ATTRIBUTES HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (<=2)","Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands where all 3 rangeland health attributes had none-to-slight or slight-to-moderate departure from reference conditions (<= 2) (80% confidence interval) ",25,"Proportion of BLM rangelands where all 3 rangeland health attributes had none-to-slight or slight-to-moderate departure from reference conditions (<= 2) (80% confidence interval) ","",20,1147998,47.04,13.8,80.28,NA
"479","Arizona/ New Mexico Mountains","2011","33. Estimated BLM range acres with all 3 rangeland health attributes >= 4",14,"ARIZONA.NEW.MEXICO.MOUNTAINS",199160,224756,1.13,0,487297,"ALL 3 RANGELAND HEALTH ATTRIBUTES HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (>=4)","Year","BLM rangeland acres (millions)","acres","BLM rangeland acres (millions) where all 3 rangeland health attributes had moderate-to-extreme or extreme-to-total departure from reference conditions (>= 4)",28,"BLM rangeland acres (millions) where all 3 rangeland health attributes had moderate-to-extreme or extreme-to-total departure from reference conditions (>= 4)","",20,1147998,0.19916,0,0.487297,NA
"480","Arizona/ New Mexico Mountains","2011","6. Estimated BLM range acres with BI = 3",2,"ARIZONA.NEW.MEXICO.MOUNTAINS",408836,196159,0.48,157360,660312,"BIOTIC INTEGRITY HAD MODERATE DEPARTURE FROM REFERENCE CONDITIONS (BI = 3)","Year","BLM rangeland acres (millions)","acres","BLM rangeland acres (millions) with moderate departure from biotic integrity reference conditions (BI = 3) ",4,"BLM rangeland acres (millions) with moderate departure from biotic integrity reference conditions (BI = 3) ","",20,1147998,0.408836,0.15736,0.660312,NA
"481","Arizona/ New Mexico Mountains","2011","Estimated % of BLM range acres with BI >= 3",3,"ARIZONA.NEW.MEXICO.MOUNTAINS",52.96,25.93,0.49,19.72,86.2,"BIOTIC INTEGRITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 3)","Year","Percent of rangeland acres on BLM-administered lands ","percent","Proportion of BLM rangelands with moderate or moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >=3) (80% confidence interval)",5,"Proportion of BLM rangelands with moderate or moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >=3) (80% confidence interval)","",20,1147998,52.96,19.72,86.2,NA
"482","Arizona/ New Mexico Mountains","2011","15. Estimated BLM range acres with HF = 3",6,"ARIZONA.NEW.MEXICO.MOUNTAINS",199160,224756,1.13,0,487297,"HYDROLOGIC FUNCTION HAD MODERATE DEPARTURE FROM REFERENCE CONDITIONS (HF = 3)","Year","BLM rangeland acres (millions)","acres","BLM rangeland acres (millions) with moderate departure from hydrologic function reference conditions (HF = 3)",12,"BLM rangeland acres (millions) with moderate departure from hydrologic function reference conditions (HF = 3)","",20,1147998,0.19916,0,0.487297,NA
"483","Arizona/ New Mexico Mountains","2011","10. Estimated % of BLM range acres with HF <= 2",5,"ARIZONA.NEW.MEXICO.MOUNTAINS",65.3,39.37,0.6,14.83,100,"HYDROLOGIC FUNCTION HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (HF <= 2)","Year","Percent of rangeland acres on BLM-administered lands ","percent","Proportion of BLM rangelands with none-to-slight or slight-to-moderate departure from hydrologic function reference conditions (HF <=2) (80% confidence interval) ",9,"Proportion of BLM rangelands with none-to-slight or slight-to-moderate departure from hydrologic function reference conditions (HF <=2) (80% confidence interval) ","",20,1147998,65.3,14.83,100,NA
"484","Arizona/ New Mexico Mountains","2011","4. Estimated % of BLM range acres with BI = 3",2,"ARIZONA.NEW.MEXICO.MOUNTAINS",35.61,12.62,0.35,19.43,51.79,"BIOTIC INTEGRITY HAD MODERATE DEPARTURE FROM REFERENCE CONDITIONS (BI = 3)","Year","Percent of rangeland acres on BLM-administered lands ","percent","Proportion of BLM rangelands with moderate departure from biotic integrity reference conditions (BI = 3) (80% confidence interval) ",3,"Proportion of BLM rangelands with moderate departure from biotic integrity reference conditions (BI = 3) (80% confidence interval) ","",20,1147998,35.61,19.43,51.79,NA
"485","Arizona/ New Mexico Mountains","2011","31. Estimated % of BLM range acres with all 3 rangeland health attributes >= 4",14,"ARIZONA.NEW.MEXICO.MOUNTAINS",17.35,19.69,1.13,0,42.59,"ALL 3 RANGELAND HEALTH ATTRIBUTES HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (>=4)","Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands where all 3 rangeland health attributes had moderate-to-extreme or extreme-to-total departure from reference conditions (>= 4) (80% confidence interval) ",27,"Proportion of BLM rangelands where all 3 rangeland health attributes had moderate-to-extreme or extreme-to-total departure from reference conditions (>= 4) (80% confidence interval) ","",20,1147998,17.35,0,42.59,NA
"486","Arizona/ New Mexico Mountains","2011","Estimated BLM range acres with SSS >= 3",11,"ARIZONA.NEW.MEXICO.MOUNTAINS",199160,224756,1.13,0,487297,"SOIL AND SITE STABILITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 3)","Year","BLM rangeland acres (millions)","acres","BLM rangeland acres (millions) with moderate or moderate-to-extreme or extreme-to-total departure from soil and site stability reference conditions (SSS >= 3) ",22,"BLM rangeland acres (millions) with moderate or moderate-to-extreme or extreme-to-total departure from soil and site stability reference conditions (SSS >= 3) ","",20,1147998,0.19916,0,0.487297,NA
"487","Arizona/ New Mexico Mountains","2011","37. Estimated % of BLM range acres that meet this condition",16,"ARIZONA.NEW.MEXICO.MOUNTAINS",55.49,38.68,0.7,5.91,100,"NON-NATIVE INVASIVE SPECIES ARE PRESENT","Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with non-native invasive species present (80% confidence interval) ",31,"Proportion of BLM rangelands with non-native invasive species present (80% confidence interval) ","",20,1147998,55.49,5.91,100,NA
"488","Arizona/ New Mexico Mountains","2011","42. Estimated BLM range acres that meet this condition",17,"ARIZONA.NEW.MEXICO.MOUNTAINS",0,0,0,0,0,"25% OR GREATER OF FOLIAR COVER COMPOSED OF NON-NATIVE INVASIVE SPECIES","Year","BLM rangeland acres (millions)","acres","BLM rangeland acres (millions) where non-native invasive species are abundant (>= 25%)",34,"BLM rangeland acres (millions) where non-native invasive species are abundant (>= 25%)","",20,1147998,0,0,0,NA
"489","Arizona/ New Mexico Mountains","2011","46. Estimated % of BLM range acres that meet this condition",19,"ARIZONA.NEW.MEXICO.MOUNTAINS",18.26,20.52,1.12,0,44.58,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M AND THE GAPS ARE AT LEAST 50% BARE GROUND","Year","Percent of rangeland acres on BLM-administered lands ","percent","Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters and gaps are at least 50% bare ground (80% confidence interval) ",37,"Proportion of BLM rangelands where at least 20% of land has intercanopy gaps of at least 2 meters and at least 50% bare ground (80% confidence interval)","",20,1147998,18.26,0,44.58,NA
"490","Arizona/ New Mexico Mountains","2011","50. Estimated % of BLM range acres that meet this condition",21,"ARIZONA.NEW.MEXICO.MOUNTAINS",53.88,27.81,0.52,18.23,89.53,"AT LEAST 20% OF THE LAND IS BARE GROUND","Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with at least 20% bare ground (80% confidence interval) ",40,"Proportion of BLM rangelands with at least 20% bare ground (80% confidence interval) ","",20,1147998,53.88,18.23,89.53,NA
"491","Arizona/ New Mexico Mountains","2011","Estimated % of BLM range acres with HF >= 3",7,"ARIZONA.NEW.MEXICO.MOUNTAINS",34.7,39.37,1.13,0,85.17,"HYDROLOGIC FUNCTION HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (HF >= 3)","Year","Percent of rangeland acres on BLM-administered lands ","percent","Proportion of BLM rangelands with moderate or moderate-to-extreme or extreme-to-total departure from hydrologic function reference conditions (HF >= 3) (80% confidence interval) ",13,"Proportion of BLM rangelands with moderate or moderate-to-extreme or extreme-to-total departure from hydrologic function reference conditions (HF >= 3) (80% confidence interval) ","",20,1147998,34.7,0,85.17,NA
"492","Arizona/ New Mexico Mountains","2011","52. Estimated BLM range acres that meet this condition",21,"ARIZONA.NEW.MEXICO.MOUNTAINS",618512,358879,0.58,158429,1078595,"AT LEAST 20% OF THE LAND IS BARE GROUND","Year","BLM rangeland acres (millions)","acres","BLM rangeland acres (millions) with at least 20% bare ground",41,"BLM rangeland acres (millions) with at least 20% bare ground","",20,1147998,0.618512,0.158429,1.078595,NA
"493","Arizona/ New Mexico Mountains","2011","30. Estimated BLM range acres with all 3 rangeland health attributes <= 2",13,"ARIZONA.NEW.MEXICO.MOUNTAINS",540003,213924,0.4,265753,814253,"ALL 3 RANGELAND HEALTH ATTRIBUTES HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (<=2)","Year","BLM rangeland acres (millions)","acres","BLM rangeland acres (millions) where all 3 rangeland health attributes had none-to-slight or slight-to-moderate departure from reference conditions (<= 2)",26,"BLM rangeland acres (millions) where all 3 rangeland health attributes had none-to-slight or slight-to-moderate departure from reference conditions (<= 2)","",20,1147998,0.540003,0.265753,0.814253,NA
