"","Ecoregion","Year","Indicator_Name","Indicator_Number","Ecoregion_name","Value","SE","CV","CI_Lower","CI_Upper","Indicator","xlab","ylab","var_type","figure_title","Index","figure_title_edit","caption","BLM.Sample","BLM.Acres","Value2","CI_Lower2","CI_Upper2","Flag"
"4653","Western Cordillera","2015","10. Estimated % of BLM range acres with HF <= 2",5,"WESTERN.CORDILLERA",98.94,1.12,0.01,97.5,100,"HYDROLOGIC FUNCTION HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (HF <= 2)","Year","Percent of rangeland acres on BLM-administered lands ","percent","Proportion of BLM rangelands with none-to-slight or slight-to-moderate departure from hydrologic function reference conditions (HF <=2) (80% confidence interval) ",9,"Proportion of BLM rangelands with none-to-slight or slight-to-moderate departure from hydrologic function reference conditions (HF <=2) (80% confidence interval) ","",114,10344866,98.94,97.5,100,NA
"4654","Western Cordillera","2015","3. Estimated BLM range acres with BI <= 2",1,"WESTERN.CORDILLERA",7436488,927262,0.13,6248154,8624822,"BIOTIC INTEGRITY HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (BI <= 2)","Year","BLM rangeland acres (millions)","acres","BLM rangeland acres (millions) with none-to-slight or slight-to-moderate departure from biotic integrity reference conditions (BI <=2)",2,"BLM rangeland acres (millions) with none-to-slight or slight-to-moderate departure from biotic integrity reference conditions (BI <=2)","",114,10344866,7.436488,6.248154,8.624822,NA
"4655","Western Cordillera","2015","45. Estimated BLM range acres that meet this condition",18,"WESTERN.CORDILLERA",1224276,430508,0.35,672557,1775995,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M","Year","BLM rangeland acres (millions)","acres","BLM rangeland acres (millions) with at least 20% of land having intercanopy gaps of at least 2 meters in length ",36,"BLM rangeland acres (millions) with at least 20% of land having intercanopy gaps of at least 2 meters in length ","",114,10344866,1.224276,0.672557,1.775995,NA
"4656","Western Cordillera","2015","71. Percent Foliar Cover of Perennial Grass and Perennial Forb on BLM range",31,"WESTERN.CORDILLERA",37.44,2.71,0.07,33.96,40.92,"PERCENT FOLIAR COVER OF PERENNIAL GRASS AND PERENNIAL FORB ON BLM RANGE","Year","Percent cover on BLM-administered lands","percent","Proportion of vegetation composed of perennial grasses and perennial forbs on BLM rangelands (80% confidence interval)",55,"Percent cover of perennial grasses and perennial forbs on BLM rangelands (80% confidence interval)","",114,10344866,37.44,33.96,40.92,NA
"4657","Western Cordillera","2015","73. Percent Annual Grasses on BLM range",33,"WESTERN.CORDILLERA",3.76,1.98,0.53,1.23,6.29,"PERCENT ANNUAL GRASSES ON BLM RANGE","Year","Percent of foliar cover on BLM-administered lands","percent","Proportion of vegetation composed of annual grasses on BLM rangelands (80% confidence interval)",57,"Proportion of vegetation composed of annual grasses on BLM rangelands (80% confidence interval)","Annual grasses include: Bromus tectorum, Taeniatherum caput-medusae",114,10344866,3.76,1.23,6.29,NA
"4658","Western Cordillera","2015","28. Estimated % of BLM range acres with all 3 rangeland health attributes <= 2",13,"WESTERN.CORDILLERA",92.6,3.63,0.04,87.95,97.25,"ALL 3 RANGELAND HEALTH ATTRIBUTES HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (<=2)","Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands where all 3 rangeland health attributes had none-to-slight or slight-to-moderate departure from reference conditions (<= 2) (80% confidence interval) ",25,"Proportion of BLM rangelands where all 3 rangeland health attributes had none-to-slight or slight-to-moderate departure from reference conditions (<= 2) (80% confidence interval) ","",114,10344866,92.6,87.95,97.25,NA
"4659","Western Cordillera","2015","Estimated BLM range acres with BI >= 3",3,"WESTERN.CORDILLERA",594054,283383,0.48,230884,957223,"BIOTIC INTEGRITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 3)","Year","BLM rangeland acres (millions)","acres","BLM rangeland acres (millions) with moderate or moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >=3) ",6,"BLM rangeland acres (millions) with moderate or moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >=3) ","",114,10344866,0.594054,0.230884,0.957223,NA
"4660","Western Cordillera","2015","25. Estimated % of BLM range acres with SSS >= 4",12,"WESTERN.CORDILLERA",0.53,0.56,1.05,0,1.25,"SOIL AND SITE STABILITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 4)","Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with moderate-to-extreme or extreme-to-total departure from soil and site stability reference conditions (SSS >= 4) (80% confidence interval) ",23,"Proportion of BLM rangelands with moderate-to-extreme or extreme-to-total departure from soil and site stability reference conditions (SSS >= 4) (80% confidence interval) ","",114,10344866,0.53,0,1.25,NA
"4661","Western Cordillera","2015","Estimated % of BLM range acres with HF >= 3",7,"WESTERN.CORDILLERA",1.06,1.12,1.05,0,2.5,"HYDROLOGIC FUNCTION HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (HF >= 3)","Year","Percent of rangeland acres on BLM-administered lands ","percent","Proportion of BLM rangelands with moderate or moderate-to-extreme or extreme-to-total departure from hydrologic function reference conditions (HF >= 3) (80% confidence interval) ",13,"Proportion of BLM rangelands with moderate or moderate-to-extreme or extreme-to-total departure from hydrologic function reference conditions (HF >= 3) (80% confidence interval) ","",114,10344866,1.06,0,2.5,NA
"4662","Western Cordillera","2015","69. Percent Spreading Shaped Sagebrush on BLM range",29,"WESTERN.CORDILLERA",90.35,3.74,0.04,85.55,95.15,"PERCENT SPREADING SHAPED SAGEBRUSH ON BLM RANGE","Year","Percent of sagebrush on BLM-administered lands","percent","Proportion of sagebrush that is spreading shaped on BLM rangelands (80% confidence interval)",53,"Proportion of sagebrush that is spreading shaped on BLM rangelands (80% confidence interval)","",114,10344866,90.35,85.55,95.15,NA
"4663","Western Cordillera","2015","4. Estimated % of BLM range acres with BI = 3",2,"WESTERN.CORDILLERA",6.87,3.5,0.51,2.38,11.35,"BIOTIC INTEGRITY HAD MODERATE DEPARTURE FROM REFERENCE CONDITIONS (BI = 3)","Year","Percent of rangeland acres on BLM-administered lands ","percent","Proportion of BLM rangelands with moderate departure from biotic integrity reference conditions (BI = 3) (80% confidence interval) ",3,"Proportion of BLM rangelands with moderate departure from biotic integrity reference conditions (BI = 3) (80% confidence interval) ","",114,10344866,6.87,2.38,11.35,NA
"4664","Western Cordillera","2015","67. Mean Sagebrush Species Height in Inches on BLM range",27,"WESTERN.CORDILLERA",15.66,1.16,0.07,14.18,17.15,"MEAN SAGEBRUSH SPECIES HEIGHT IN INCHES ON BLM RANGE","Year","Inches","inches","Mean sagebrush species height in inches on BLM rangelands (80% confidence interval)",51,"Mean sagebrush species height in inches on BLM rangelands (80% confidence interval)","",114,10344866,15.66,14.18,17.15,NA
"4665","Western Cordillera","2015","1. Estimated % of BLM range acres with BI <= 2",1,"WESTERN.CORDILLERA",92.6,3.63,0.04,87.95,97.25,"BIOTIC INTEGRITY HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (BI <= 2)","Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with none-to-slight or slight-to-moderate departure from biotic integrity reference conditions (BI <=2) (80% confidence interval) ",1,"Proportion of BLM rangelands with none-to-slight or slight-to-moderate departure from biotic integrity reference conditions (BI <=2) (80% confidence interval) ","",114,10344866,92.6,87.95,97.25,NA
"4666","Western Cordillera","2015","42. Estimated BLM range acres that meet this condition",17,"WESTERN.CORDILLERA",661259,503706,0.76,15734,1306783,"25% OR GREATER OF FOLIAGE COMPOSED OF NON-NATIVE INVASIVE SPECIES","Year","BLM rangeland acres (millions)","acres","BLM rangeland acres (millions) where non-native invasive species are abundant (>= 25%)",34,"BLM rangeland acres (millions) where non-native invasive species are abundant (>= 25%)","",114,10344866,0.661259,0.015734,1.306783,NA
"4667","Western Cordillera","2015","9. Estimated BLM range acres with BI >= 4",4,"WESTERN.CORDILLERA",42732,44621,1.04,0,99916,"BIOTIC INTEGRITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 4)","Year","BLM rangeland acres (millions)","acres","BLM rangeland acres (millions) with moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >= 4)",8,"BLM rangeland acres (millions) with moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >= 4)","",114,10344866,0.042732,0,0.099916,NA
"4668","Western Cordillera","2015","13. Estimated % of BLM range acres with HF = 3",6,"WESTERN.CORDILLERA",0.53,0.56,1.05,0,1.25,"HYDROLOGIC FUNCTION HAD MODERATE DEPARTURE FROM REFERENCE CONDITIONS (HF = 3)","Year","Percent of rangeland acres on BLM-administered lands ","percent","Proportion of BLM rangelands with moderate departure from hydrologic function reference conditions (HF = 3) (80% confidence interval) ",11,"Proportion of BLM rangelands with moderate departure from hydrologic function reference conditions (HF = 3) (80% confidence interval) ","",114,10344866,0.53,0,1.25,NA
"4669","Western Cordillera","2015","7. Estimated % of BLM range acres with BI >= 4",4,"WESTERN.CORDILLERA",0.53,0.56,1.05,0,1.25,"BIOTIC INTEGRITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 4)","Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >= 4) (80% confidence interval)",7,"Proportion of BLM rangelands with moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >= 4) (80% confidence interval)","",114,10344866,0.53,0,1.25,NA
"4670","Western Cordillera","2015","61. Estimated BLM range acres that meet this condition",24,"WESTERN.CORDILLERA",79928,57840,0.72,5803,154054,"AT LEAST 50% OF THE LAND IS BARE GROUND","Year","BLM rangeland acres (millions)","acres","BLM rangeland acres (millions) with at least 50% bare ground",47,"BLM rangeland acres (millions) with at least 50% bare ground","",114,10344866,0.079928,0.005803,0.154054,NA
"4671","Western Cordillera","2015","Estimated BLM range acres with SSS >= 3",11,"WESTERN.CORDILLERA",85464,89243,1.04,0,199833,"SOIL AND SITE STABILITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 3)","Year","BLM rangeland acres (millions)","acres","BLM rangeland acres (millions) with moderate or moderate-to-extreme or extreme-to-total departure from soil and site stability reference conditions (SSS >= 3) ",22,"BLM rangeland acres (millions) with moderate or moderate-to-extreme or extreme-to-total departure from soil and site stability reference conditions (SSS >= 3) ","",114,10344866,0.085464,0,0.199833,NA
"4672","Western Cordillera","2015","74. Percent Non-Native Invasive Plant Species on BLM range",34,"WESTERN.CORDILLERA",5.27,2.08,0.4,2.6,7.94,"PERCENT NON-NATIVE INVASIVE PLANT SPECIES ON BLM RANGE","Year","Percent of foliar cover on BLM-administered lands","percent","Proportion of vegetation composed of non-native invasive plant species on BLM rangelands (80% confidence interval)",58,"Proportion of vegetation composed of non-native invasive plant species on BLM rangelands (80% confidence interval)","",114,10344866,5.27,2.6,7.94,NA
"4673","Western Cordillera","2015","Estimated BLM range acres with HF >= 3",7,"WESTERN.CORDILLERA",85464,89243,1.04,0,199833,"HYDROLOGIC FUNCTION HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (HF >= 3)","Year","BLM rangeland acres (millions)","acres","BLM rangeland acres (millions) with moderate or moderate-to-extreme or extreme-to-total departure from hydrologic function reference conditions (HF >= 3) ",14,"BLM rangeland acres (millions) with moderate or moderate-to-extreme or extreme-to-total departure from hydrologic function reference conditions (HF >= 3) ","",114,10344866,0.085464,0,0.199833,NA
"4674","Western Cordillera","2015","56. Estimated % of BLM range acres that meet this condition",23,"WESTERN.CORDILLERA",4.15,1.98,0.48,1.62,6.68,"AT LEAST 40% OF THE LAND IS BARE GROUND","Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with at least 40% bare ground (80% confidence interval) ",44,"Proportion of BLM rangelands with at least 40% bare ground (80% confidence interval) ","",114,10344866,4.15,1.62,6.68,NA
"4675","Western Cordillera","2015","43. Estimated % of BLM range acres that meet this condition",18,"WESTERN.CORDILLERA",11.83,4.2,0.36,6.45,17.22,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M","Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ",35,"Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters (80% confidence interval) ","",114,10344866,11.83,6.45,17.22,NA
"4676","Western Cordillera","2015","55. Estimated BLM range acres that meet this condition",22,"WESTERN.CORDILLERA",2163972,593286,0.27,1403646,2924298,"AT LEAST 30% OF THE LAND IS BARE GROUND","Year","BLM rangeland acres (millions)","acres","BLM rangeland acres (millions) with at least 30% bare ground",43,"BLM rangeland acres (millions) with at least 30% bare ground","",114,10344866,2.163972,1.403646,2.924298,NA
"4677","Western Cordillera","2015","21. Estimated BLM range acres with SSS <= 2",9,"WESTERN.CORDILLERA",7945078,881106,0.11,6815895,9074261,"SOIL AND SITE STABILITY HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (SSS <= 2)","Year","BLM rangeland acres (millions)","acres","BLM rangeland acres (millions) with none-to-slight or slight-to-moderate departure from soil and site stability reference conditions (SSS <=2) ",18,"BLM rangeland acres (millions) with none-to-slight or slight-to-moderate departure from soil and site stability reference conditions (SSS <=2) ","",114,10344866,7.945078,6.815895,9.074261,NA
"4678","Western Cordillera","2015","72. Percent of Bare Ground on BLM range",32,"WESTERN.CORDILLERA",16.67,1.68,0.1,14.52,18.82,"PERCENT OF BARE GROUND ON BLM RANGE","Year","Percent cover on BLM-administered lands","percent","Proportion of land composed of bare ground on BLM rangelands (80% confidence interval)",56,"Percent cover of bare ground on BLM rangelands (80% confidence interval)","",114,10344866,16.67,14.52,18.82,NA
"4679","Western Cordillera","2015","48. Estimated BLM range acres that meet this condition",19,"WESTERN.CORDILLERA",600949,387027,0.64,104954,1096944,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M AND THE GAPS ARE AT LEAST 50% BARE GROUND","Year","BLM rangeland acres (millions)","acres","BLM rangeland acres (millions) with at least 20% of land having intercanopy gaps of at least 2 meters and gaps are at least 50% bare ground",38,"BLM rangeland acres (millions) where at least 20% of land has intercanopy gaps of at least 2 meters and at least 50% bare ground","",114,10344866,0.600949,0.104954,1.096944,NA
"4680","Western Cordillera","2015","Estimated % of BLM range acres with BI >= 3",3,"WESTERN.CORDILLERA",7.4,3.63,0.49,2.75,12.05,"BIOTIC INTEGRITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 3)","Year","Percent of rangeland acres on BLM-administered lands ","percent","Proportion of BLM rangelands with moderate or moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >=3) (80% confidence interval)",5,"Proportion of BLM rangelands with moderate or moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >=3) (80% confidence interval)","",114,10344866,7.4,2.75,12.05,NA
"4681","Western Cordillera","2015","49. Percent of Bare Ground on BLM range",20,"WESTERN.CORDILLERA",16.67,1.68,0.1,14.52,18.82," PERCENT OF BARE GROUND ON BLM RANGE","Year","Percent cover of bare ground on BLM range","percent","Average amount of bare ground on BLM rangelands (80% confidence interval) ",39,"Percent cover of bare ground on BLM rangelands (80% confidence interval) ","",114,10344866,16.67,14.52,18.82,NA
"4682","Western Cordillera","2015","30. Estimated BLM range acres with all 3 rangeland health attributes <= 2",13,"WESTERN.CORDILLERA",7436488,927262,0.13,6248154,8624822,"ALL 3 RANGELAND HEALTH ATTRIBUTES HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (<=2)","Year","BLM rangeland acres (millions)","acres","BLM rangeland acres (millions) where all 3 rangeland health attributes had none-to-slight or slight-to-moderate departure from reference conditions (<= 2)",26,"BLM rangeland acres (millions) where all 3 rangeland health attributes had none-to-slight or slight-to-moderate departure from reference conditions (<= 2)","",114,10344866,7.436488,6.248154,8.624822,NA
"4683","Western Cordillera","2015","58. Estimated BLM range acres that meet this condition",23,"WESTERN.CORDILLERA",429027,201957,0.47,170209,687845,"AT LEAST 40% OF THE LAND IS BARE GROUND","Year","BLM rangeland acres (millions)","acres","BLM rangeland acres (millions) with at least 40% bare ground",45,"BLM rangeland acres (millions) with at least 40% bare ground","",114,10344866,0.429027,0.170209,0.687845,NA
"4684","Western Cordillera","2015","52. Estimated BLM range acres that meet this condition",21,"WESTERN.CORDILLERA",3537432,669301,0.19,2679689,4395176,"AT LEAST 20% OF THE LAND IS BARE GROUND","Year","BLM rangeland acres (millions)","acres","BLM rangeland acres (millions) with at least 20% bare ground",41,"BLM rangeland acres (millions) with at least 20% bare ground","",114,10344866,3.537432,2.679689,4.395176,NA
"4685","Western Cordillera","2016","30. Estimated BLM range acres with all 3 rangeland health attributes <= 2",13,"WESTERN.CORDILLERA",8054678,853026,0.11,6961482,9147874,"ALL 3 RANGELAND HEALTH ATTRIBUTES HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (<=2)","Year","BLM rangeland acres (millions)","acres","BLM rangeland acres (millions) where all 3 rangeland health attributes had none-to-slight or slight-to-moderate departure from reference conditions (<= 2)",26,"BLM rangeland acres (millions) where all 3 rangeland health attributes had none-to-slight or slight-to-moderate departure from reference conditions (<= 2)","",135,10584180,8.054678,6.961482,9.147874,NA
"4686","Western Cordillera","2016","46. Estimated % of BLM range acres that meet this condition",19,"WESTERN.CORDILLERA",5.53,3.7,0.67,0.79,10.27,"AT LEAST 20% OF THE LAND HAS INTERCANOPY GAPS OF AT LEAST 2 M AND THE GAPS ARE AT LEAST 50% BARE GROUND","Year","Percent of rangeland acres on BLM-administered lands ","percent","Proportion of BLM rangelands with at least 20% of land having intercanopy gaps of at least 2 meters and gaps are at least 50% bare ground (80% confidence interval) ",37,"Proportion of BLM rangelands where at least 20% of land has intercanopy gaps of at least 2 meters and at least 50% bare ground (80% confidence interval)","",135,10584180,5.53,0.79,10.27,NA
"4687","Western Cordillera","2016","33. Estimated BLM range acres with all 3 rangeland health attributes >= 4",14,"WESTERN.CORDILLERA",179809,187452,1.04,0,420039,"ALL 3 RANGELAND HEALTH ATTRIBUTES HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (>=4)","Year","BLM rangeland acres (millions)","acres","BLM rangeland acres (millions) where all 3 rangeland health attributes had moderate-to-extreme or extreme-to-total departure from reference conditions (>= 4)",28,"BLM rangeland acres (millions) where all 3 rangeland health attributes had moderate-to-extreme or extreme-to-total departure from reference conditions (>= 4)","",135,10584180,0.179809,0,0.420039,NA
"4688","Western Cordillera","2016","27. Estimated BLM range acres with SSS >= 4",12,"WESTERN.CORDILLERA",179809,187452,1.04,0,420039,"SOIL AND SITE STABILITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 4)","Year","BLM rangeland acres (millions)","acres","BLM rangeland acres (millions) with moderate-to-extreme or extreme-to-total departure from soil and site stability reference conditions (SSS >= 4)",24,"BLM rangeland acres (millions) with moderate-to-extreme or extreme-to-total departure from soil and site stability reference conditions (SSS >= 4)","",135,10584180,0.179809,0,0.420039,NA
"4689","Western Cordillera","2016","73. Percent Annual Grasses on BLM range",33,"WESTERN.CORDILLERA",5.84,1.75,0.3,3.6,8.09,"PERCENT ANNUAL GRASSES ON BLM RANGE","Year","Percent of foliar cover on BLM-administered lands","percent","Proportion of vegetation composed of annual grasses on BLM rangelands (80% confidence interval)",57,"Proportion of vegetation composed of annual grasses on BLM rangelands (80% confidence interval)","Annual grasses include: Bromus tectorum, Taeniatherum caput-medusae",135,10584180,5.84,3.6,8.09,NA
"4690","Western Cordillera","2016","4. Estimated % of BLM range acres with BI = 3",2,"WESTERN.CORDILLERA",7.91,4.04,0.51,2.73,13.09,"BIOTIC INTEGRITY HAD MODERATE DEPARTURE FROM REFERENCE CONDITIONS (BI = 3)","Year","Percent of rangeland acres on BLM-administered lands ","percent","Proportion of BLM rangelands with moderate departure from biotic integrity reference conditions (BI = 3) (80% confidence interval) ",3,"Proportion of BLM rangelands with moderate departure from biotic integrity reference conditions (BI = 3) (80% confidence interval) ","",135,10584180,7.91,2.73,13.09,NA
"4691","Western Cordillera","2016","15. Estimated BLM range acres with HF = 3",6,"WESTERN.CORDILLERA",414854,270102,0.65,68705,761003,"HYDROLOGIC FUNCTION HAD MODERATE DEPARTURE FROM REFERENCE CONDITIONS (HF = 3)","Year","BLM rangeland acres (millions)","acres","BLM rangeland acres (millions) with moderate departure from hydrologic function reference conditions (HF = 3)",12,"BLM rangeland acres (millions) with moderate departure from hydrologic function reference conditions (HF = 3)","",135,10584180,0.414854,0.068705,0.761003,NA
"4692","Western Cordillera","2016","42. Estimated BLM range acres that meet this condition",17,"WESTERN.CORDILLERA",1089807,574308,0.53,353802,1825812,"25% OR GREATER OF FOLIAGE COMPOSED OF NON-NATIVE INVASIVE SPECIES","Year","BLM rangeland acres (millions)","acres","BLM rangeland acres (millions) where non-native invasive species are abundant (>= 25%)",34,"BLM rangeland acres (millions) where non-native invasive species are abundant (>= 25%)","",135,10584180,1.089807,0.353802,1.825812,NA
"4693","Western Cordillera","2016","72. Percent of Bare Ground on BLM range",32,"WESTERN.CORDILLERA",11.94,1.94,0.16,9.46,14.43,"PERCENT OF BARE GROUND ON BLM RANGE","Year","Percent cover on BLM-administered lands","percent","Proportion of land composed of bare ground on BLM rangelands (80% confidence interval)",56,"Percent cover of bare ground on BLM rangelands (80% confidence interval)","",135,10584180,11.94,9.46,14.43,NA
"4694","Western Cordillera","2016","Estimated % of BLM range acres with SSS >= 3",11,"WESTERN.CORDILLERA",5.99,4.05,0.68,0.8,11.17,"SOIL AND SITE STABILITY HAD MODERATE OR MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (SSS >= 3)","Year","Percent of rangeland acres on BLM-administered lands ","percent","Proportion of BLM rangelands with moderate or moderate-to-extreme or extreme-to-total departure from soil and site stability reference conditions (SSS >= 3) (80% confidence interval) ",21,"Proportion of BLM rangelands with moderate or moderate-to-extreme or extreme-to-total departure from soil and site stability reference conditions (SSS >= 3) (80% confidence interval) ","",135,10584180,5.99,0.8,11.17,NA
"4695","Western Cordillera","2016","16. Estimated % of BLM range acres with HF >= 4",8,"WESTERN.CORDILLERA",1.93,2,1.04,0,4.49,"HYDROLOGIC FUNCTION HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (HF >= 4)","Year","Percent of rangeland acres on BLM-administered lands ","percent","Proportion of BLM rangelands with moderate-to-extreme or extreme-to-total departure from hydrologic function reference conditions (HF >= 4) (80% confidence interval) ",15,"Proportion of BLM rangelands with moderate-to-extreme or extreme-to-total departure from hydrologic function reference conditions (HF >= 4) (80% confidence interval) ","",135,10584180,1.93,0,4.49,NA
"4696","Western Cordillera","2016","1. Estimated % of BLM range acres with BI <= 2",1,"WESTERN.CORDILLERA",87.86,5.41,0.06,80.92,94.8,"BIOTIC INTEGRITY HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (BI <= 2)","Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands with none-to-slight or slight-to-moderate departure from biotic integrity reference conditions (BI <=2) (80% confidence interval) ",1,"Proportion of BLM rangelands with none-to-slight or slight-to-moderate departure from biotic integrity reference conditions (BI <=2) (80% confidence interval) ","",135,10584180,87.86,80.92,94.8,NA
"4697","Western Cordillera","2016","10. Estimated % of BLM range acres with HF <= 2",5,"WESTERN.CORDILLERA",93.62,4.19,0.05,88.25,99,"HYDROLOGIC FUNCTION HAD NONE-TO-SLIGHT OR SLIGHT-TO-MODERATE DEPARTURE FROM REFERENCE CONDITIONS (HF <= 2)","Year","Percent of rangeland acres on BLM-administered lands ","percent","Proportion of BLM rangelands with none-to-slight or slight-to-moderate departure from hydrologic function reference conditions (HF <=2) (80% confidence interval) ",9,"Proportion of BLM rangelands with none-to-slight or slight-to-moderate departure from hydrologic function reference conditions (HF <=2) (80% confidence interval) ","",135,10584180,93.62,88.25,99,NA
"4698","Western Cordillera","2016","13. Estimated % of BLM range acres with HF = 3",6,"WESTERN.CORDILLERA",4.45,2.85,0.64,0.8,8.09,"HYDROLOGIC FUNCTION HAD MODERATE DEPARTURE FROM REFERENCE CONDITIONS (HF = 3)","Year","Percent of rangeland acres on BLM-administered lands ","percent","Proportion of BLM rangelands with moderate departure from hydrologic function reference conditions (HF = 3) (80% confidence interval) ",11,"Proportion of BLM rangelands with moderate departure from hydrologic function reference conditions (HF = 3) (80% confidence interval) ","",135,10584180,4.45,0.8,8.09,NA
"4699","Western Cordillera","2016","9. Estimated BLM range acres with BI >= 4",4,"WESTERN.CORDILLERA",394433,375049,0.95,0,875078,"BIOTIC INTEGRITY HAD MODERATE-TO-EXTREME OR EXTREME-TO-TOTAL DEPARTURE FROM REFERENCE CONDITIONS (BI >= 4)","Year","BLM rangeland acres (millions)","acres","BLM rangeland acres (millions) with moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >= 4)",8,"BLM rangeland acres (millions) with moderate-to-extreme or extreme-to-total departure from biotic integrity reference conditions (BI >= 4)","",135,10584180,0.394433,0,0.875078,NA
"4700","Western Cordillera","2016","63. Estimated % of BLM range acres that meet this condition",25,"WESTERN.CORDILLERA",38.57,6.84,0.18,29.8,47.34,"SOIL AGGREGATE STABILITY IS 4 OR LESS (1=LOW; 6=HIGH RESISTANCE TO EROSION)","Year","Percent of rangeland acres on BLM-administered lands","percent","Proportion of BLM rangelands where soil aggregate stability is ranked 4 or less (80% confidence interval)",48,"Proportion of BLM rangelands where soil aggregate stability is ranked 4 or less (80% confidence interval)","",135,10584180,38.57,29.8,47.34,NA
"4701","Western Cordillera","2016","71. Percent Foliar Cover of Perennial Grass and Perennial Forb on BLM range",31,"WESTERN.CORDILLERA",40.17,3.17,0.08,36.11,44.23,"PERCENT FOLIAR COVER OF PERENNIAL GRASS AND PERENNIAL FORB ON BLM RANGE","Year","Percent cover on BLM-administered lands","percent","Proportion of vegetation composed of perennial grasses and perennial forbs on BLM rangelands (80% confidence interval)",55,"Percent cover of perennial grasses and perennial forbs on BLM rangelands (80% confidence interval)","",135,10584180,40.17,36.11,44.23,NA
