"Indicator_Name","Indicator_Number","State","Type","Value","SE","CV","CI_Lower","CI_Upper","Indicator","Year","xlab","ylab","var_type","figure_title","Index","figure_title_edit","caption"
"66. Percent Foliar Cover of Sagebrush on BLM range",28,"UT",1,15.06,5.1,0.339,8.52,21.6," PERCENT FOLIAR COVER OF SAGEBRUSH ON BLM RANGE",2020,"Year","Percent cover on BLM-administered lands","percent","Average foliar cover of sagebrush on BLM rangelands (80% confidence interval) ",50,"Percent cover of sagebrush on BLM rangelands (80% confidence interval) ",""
"66. Percent Foliar Cover of Sagebrush on BLM range",28,"UT",2,3.82,1.24,0.326,2.22,5.41," PERCENT FOLIAR COVER OF SAGEBRUSH ON BLM RANGE",2020,"Year","Percent cover on BLM-administered lands","percent","Average foliar cover of sagebrush on BLM rangelands (80% confidence interval) ",50,"Percent cover of sagebrush on BLM rangelands (80% confidence interval) ",""
"66. Percent Foliar Cover of Sagebrush on BLM range",28,"WA",2,2.97,2.92,0.983,0,6.71," PERCENT FOLIAR COVER OF SAGEBRUSH ON BLM RANGE",2020,"Year","Percent cover on BLM-administered lands","percent","Average foliar cover of sagebrush on BLM rangelands (80% confidence interval) ",50,"Percent cover of sagebrush on BLM rangelands (80% confidence interval) ",""
"66. Percent Foliar Cover of Sagebrush on BLM range",28,"WY",1,15.94,0.93,0.059,14.75,17.14," PERCENT FOLIAR COVER OF SAGEBRUSH ON BLM RANGE",2020,"Year","Percent cover on BLM-administered lands","percent","Average foliar cover of sagebrush on BLM rangelands (80% confidence interval) ",50,"Percent cover of sagebrush on BLM rangelands (80% confidence interval) ",""
"66. Percent Foliar Cover of Sagebrush on BLM range",28,"WY",2,16.51,11.92,0.722,1.24,31.79," PERCENT FOLIAR COVER OF SAGEBRUSH ON BLM RANGE",2020,"Year","Percent cover on BLM-administered lands","percent","Average foliar cover of sagebrush on BLM rangelands (80% confidence interval) ",50,"Percent cover of sagebrush on BLM rangelands (80% confidence interval) ",""
"66. Percent Foliar Cover of Sagebrush on BLM range",25,"ID",1,0,0,0,0,0," PERCENT FOLIAR COVER OF SAGEBRUSH ON BLM RANGE",2020,"Year","Percent cover on BLM-administered lands","percent","Average foliar cover of sagebrush on BLM rangelands (80% confidence interval) ",50,"Percent cover of sagebrush on BLM rangelands (80% confidence interval) ",""
"66. Percent Foliar Cover of Sagebrush on BLM range",25,"ID",2,0,0,0,0,0," PERCENT FOLIAR COVER OF SAGEBRUSH ON BLM RANGE",2020,"Year","Percent cover on BLM-administered lands","percent","Average foliar cover of sagebrush on BLM rangelands (80% confidence interval) ",50,"Percent cover of sagebrush on BLM rangelands (80% confidence interval) ",""
"66. Percent Foliar Cover of Sagebrush on BLM range",25,"MT",1,6.8,0.73,0.108,5.86,7.74," PERCENT FOLIAR COVER OF SAGEBRUSH ON BLM RANGE",2020,"Year","Percent cover on BLM-administered lands","percent","Average foliar cover of sagebrush on BLM rangelands (80% confidence interval) ",50,"Percent cover of sagebrush on BLM rangelands (80% confidence interval) ",""
"66. Percent Foliar Cover of Sagebrush on BLM range",25,"MT",2,23.32,2.08,0.089,20.65,25.98," PERCENT FOLIAR COVER OF SAGEBRUSH ON BLM RANGE",2020,"Year","Percent cover on BLM-administered lands","percent","Average foliar cover of sagebrush on BLM rangelands (80% confidence interval) ",50,"Percent cover of sagebrush on BLM rangelands (80% confidence interval) ",""
"66. Percent Foliar Cover of Sagebrush on BLM range",25,"NV",1,10.78,1.39,0.129,9,12.56," PERCENT FOLIAR COVER OF SAGEBRUSH ON BLM RANGE",2020,"Year","Percent cover on BLM-administered lands","percent","Average foliar cover of sagebrush on BLM rangelands (80% confidence interval) ",50,"Percent cover of sagebrush on BLM rangelands (80% confidence interval) ",""
"66. Percent Foliar Cover of Sagebrush on BLM range",25,"NV",2,6.43,1.13,0.175,4.98,7.88," PERCENT FOLIAR COVER OF SAGEBRUSH ON BLM RANGE",2020,"Year","Percent cover on BLM-administered lands","percent","Average foliar cover of sagebrush on BLM rangelands (80% confidence interval) ",50,"Percent cover of sagebrush on BLM rangelands (80% confidence interval) ",""
"66. Percent Foliar Cover of Sagebrush on BLM range",25,"NM",2,0.38,0.27,0.7,0.04,0.72," PERCENT FOLIAR COVER OF SAGEBRUSH ON BLM RANGE",2020,"Year","Percent cover on BLM-administered lands","percent","Average foliar cover of sagebrush on BLM rangelands (80% confidence interval) ",50,"Percent cover of sagebrush on BLM rangelands (80% confidence interval) ",""
"66. Percent Foliar Cover of Sagebrush on BLM range",25,"BLM",NA,7.31,0.43,0.059,6.76,7.87," PERCENT FOLIAR COVER OF SAGEBRUSH ON BLM RANGE",2020,"Year","Percent cover on BLM-administered lands","percent","Average foliar cover of sagebrush on BLM rangelands (80% confidence interval) ",50,"Percent cover of sagebrush on BLM rangelands (80% confidence interval) ",""
"66. Percent Foliar Cover of Sagebrush on BLM range",25,"AZ",2,1.57,0.91,0.584,0.39,2.74," PERCENT FOLIAR COVER OF SAGEBRUSH ON BLM RANGE",2020,"Year","Percent cover on BLM-administered lands","percent","Average foliar cover of sagebrush on BLM rangelands (80% confidence interval) ",50,"Percent cover of sagebrush on BLM rangelands (80% confidence interval) ",""
"66. Percent Foliar Cover of Sagebrush on BLM range",25,"CA",1,0,0,0,0,0," PERCENT FOLIAR COVER OF SAGEBRUSH ON BLM RANGE",2020,"Year","Percent cover on BLM-administered lands","percent","Average foliar cover of sagebrush on BLM rangelands (80% confidence interval) ",50,"Percent cover of sagebrush on BLM rangelands (80% confidence interval) ",""
"66. Percent Foliar Cover of Sagebrush on BLM range",25,"CA",2,0,0,0,0,0," PERCENT FOLIAR COVER OF SAGEBRUSH ON BLM RANGE",2020,"Year","Percent cover on BLM-administered lands","percent","Average foliar cover of sagebrush on BLM rangelands (80% confidence interval) ",50,"Percent cover of sagebrush on BLM rangelands (80% confidence interval) ",""
"66. Percent Foliar Cover of Sagebrush on BLM range",25,"CO",1,16.01,1.99,0.124,13.46,18.56," PERCENT FOLIAR COVER OF SAGEBRUSH ON BLM RANGE",2020,"Year","Percent cover on BLM-administered lands","percent","Average foliar cover of sagebrush on BLM rangelands (80% confidence interval) ",50,"Percent cover of sagebrush on BLM rangelands (80% confidence interval) ",""
"66. Percent Foliar Cover of Sagebrush on BLM range",25,"CO",2,7.95,3.07,0.386,4.01,11.89," PERCENT FOLIAR COVER OF SAGEBRUSH ON BLM RANGE",2020,"Year","Percent cover on BLM-administered lands","percent","Average foliar cover of sagebrush on BLM rangelands (80% confidence interval) ",50,"Percent cover of sagebrush on BLM rangelands (80% confidence interval) ",""
"66. Percent Foliar Cover of Sagebrush on BLM range",25,"WY",1,15.94,0.93,0.059,14.75,17.14," PERCENT FOLIAR COVER OF SAGEBRUSH ON BLM RANGE",2020,"Year","Percent cover on BLM-administered lands","percent","Average foliar cover of sagebrush on BLM rangelands (80% confidence interval) ",50,"Percent cover of sagebrush on BLM rangelands (80% confidence interval) ",""
"66. Percent Foliar Cover of Sagebrush on BLM range",25,"WY",2,16.51,11.92,0.722,1.24,31.79," PERCENT FOLIAR COVER OF SAGEBRUSH ON BLM RANGE",2020,"Year","Percent cover on BLM-administered lands","percent","Average foliar cover of sagebrush on BLM rangelands (80% confidence interval) ",50,"Percent cover of sagebrush on BLM rangelands (80% confidence interval) ",""
"66. Percent Foliar Cover of Sagebrush on BLM range",25,"UT",1,15.06,5.1,0.339,8.52,21.6," PERCENT FOLIAR COVER OF SAGEBRUSH ON BLM RANGE",2020,"Year","Percent cover on BLM-administered lands","percent","Average foliar cover of sagebrush on BLM rangelands (80% confidence interval) ",50,"Percent cover of sagebrush on BLM rangelands (80% confidence interval) ",""
"66. Percent Foliar Cover of Sagebrush on BLM range",25,"OR",1,10.68,1.18,0.11,9.17,12.19," PERCENT FOLIAR COVER OF SAGEBRUSH ON BLM RANGE",2020,"Year","Percent cover on BLM-administered lands","percent","Average foliar cover of sagebrush on BLM rangelands (80% confidence interval) ",50,"Percent cover of sagebrush on BLM rangelands (80% confidence interval) ",""
"66. Percent Foliar Cover of Sagebrush on BLM range",25,"OR",2,7.59,1.81,0.239,5.27,9.92," PERCENT FOLIAR COVER OF SAGEBRUSH ON BLM RANGE",2020,"Year","Percent cover on BLM-administered lands","percent","Average foliar cover of sagebrush on BLM rangelands (80% confidence interval) ",50,"Percent cover of sagebrush on BLM rangelands (80% confidence interval) ",""
"66. Percent Foliar Cover of Sagebrush on BLM range",25,"SD",2,3.47,3.41,0.983,0,7.83," PERCENT FOLIAR COVER OF SAGEBRUSH ON BLM RANGE",2020,"Year","Percent cover on BLM-administered lands","percent","Average foliar cover of sagebrush on BLM rangelands (80% confidence interval) ",50,"Percent cover of sagebrush on BLM rangelands (80% confidence interval) ",""
"66. Percent Foliar Cover of Sagebrush on BLM range",25,"UT",2,3.82,1.24,0.326,2.22,5.41," PERCENT FOLIAR COVER OF SAGEBRUSH ON BLM RANGE",2020,"Year","Percent cover on BLM-administered lands","percent","Average foliar cover of sagebrush on BLM rangelands (80% confidence interval) ",50,"Percent cover of sagebrush on BLM rangelands (80% confidence interval) ",""
"66. Percent Foliar Cover of Sagebrush on BLM range",25,"WA",2,2.97,2.92,0.983,0,6.71," PERCENT FOLIAR COVER OF SAGEBRUSH ON BLM RANGE",2020,"Year","Percent cover on BLM-administered lands","percent","Average foliar cover of sagebrush on BLM rangelands (80% confidence interval) ",50,"Percent cover of sagebrush on BLM rangelands (80% confidence interval) ",""
"67. Mean Sagebrush Species Height in Inches on BLM range",29,"CA",1,0,0,0,0,0," MEAN SAGEBRUSH SPECIES HEIGHT IN INCHES ON BLM RANGE",2020,"Year","Inches","inches","Mean sagebrush species height in inches on BLM rangelands (80% confidence interval)",51,"Mean sagebrush species height in inches on BLM rangelands (80% confidence interval)",""
"67. Mean Sagebrush Species Height in Inches on BLM range",29,"CO",2,19.45,2.96,0.152,15.66,23.23," MEAN SAGEBRUSH SPECIES HEIGHT IN INCHES ON BLM RANGE",2020,"Year","Inches","inches","Mean sagebrush species height in inches on BLM rangelands (80% confidence interval)",51,"Mean sagebrush species height in inches on BLM rangelands (80% confidence interval)",""
"67. Mean Sagebrush Species Height in Inches on BLM range",29,"ID",1,0,0,0,0,0," MEAN SAGEBRUSH SPECIES HEIGHT IN INCHES ON BLM RANGE",2020,"Year","Inches","inches","Mean sagebrush species height in inches on BLM rangelands (80% confidence interval)",51,"Mean sagebrush species height in inches on BLM rangelands (80% confidence interval)",""
"67. Mean Sagebrush Species Height in Inches on BLM range",29,"CA",2,0,0,0,0,0," MEAN SAGEBRUSH SPECIES HEIGHT IN INCHES ON BLM RANGE",2020,"Year","Inches","inches","Mean sagebrush species height in inches on BLM rangelands (80% confidence interval)",51,"Mean sagebrush species height in inches on BLM rangelands (80% confidence interval)",""
"67. Mean Sagebrush Species Height in Inches on BLM range",29,"CO",1,16.53,1.37,0.083,14.77,18.29," MEAN SAGEBRUSH SPECIES HEIGHT IN INCHES ON BLM RANGE",2020,"Year","Inches","inches","Mean sagebrush species height in inches on BLM rangelands (80% confidence interval)",51,"Mean sagebrush species height in inches on BLM rangelands (80% confidence interval)",""
"67. Mean Sagebrush Species Height in Inches on BLM range",29,"BLM",NA,14.38,0.33,0.023,13.96,14.8," MEAN SAGEBRUSH SPECIES HEIGHT IN INCHES ON BLM RANGE",2020,"Year","Inches","inches","Mean sagebrush species height in inches on BLM rangelands (80% confidence interval)",51,"Mean sagebrush species height in inches on BLM rangelands (80% confidence interval)",""
"67. Mean Sagebrush Species Height in Inches on BLM range",29,"AZ",2,22.65,2.14,0.094,19.91,25.4," MEAN SAGEBRUSH SPECIES HEIGHT IN INCHES ON BLM RANGE",2020,"Year","Inches","inches","Mean sagebrush species height in inches on BLM rangelands (80% confidence interval)",51,"Mean sagebrush species height in inches on BLM rangelands (80% confidence interval)",""
"67. Mean Sagebrush Species Height in Inches on BLM range",26,"BLM",NA,14.38,0.33,0.023,13.96,14.8," MEAN SAGEBRUSH SPECIES HEIGHT IN INCHES ON BLM RANGE",2020,"Year","Inches","inches","Mean sagebrush species height in inches on BLM rangelands (80% confidence interval)",51,"Mean sagebrush species height in inches on BLM rangelands (80% confidence interval)",""
"67. Mean Sagebrush Species Height in Inches on BLM range",26,"AZ",2,22.65,2.14,0.094,19.91,25.4," MEAN SAGEBRUSH SPECIES HEIGHT IN INCHES ON BLM RANGE",2020,"Year","Inches","inches","Mean sagebrush species height in inches on BLM rangelands (80% confidence interval)",51,"Mean sagebrush species height in inches on BLM rangelands (80% confidence interval)",""
"67. Mean Sagebrush Species Height in Inches on BLM range",26,"CA",1,0,0,0,0,0," MEAN SAGEBRUSH SPECIES HEIGHT IN INCHES ON BLM RANGE",2020,"Year","Inches","inches","Mean sagebrush species height in inches on BLM rangelands (80% confidence interval)",51,"Mean sagebrush species height in inches on BLM rangelands (80% confidence interval)",""
"67. Mean Sagebrush Species Height in Inches on BLM range",26,"CA",2,0,0,0,0,0," MEAN SAGEBRUSH SPECIES HEIGHT IN INCHES ON BLM RANGE",2020,"Year","Inches","inches","Mean sagebrush species height in inches on BLM rangelands (80% confidence interval)",51,"Mean sagebrush species height in inches on BLM rangelands (80% confidence interval)",""
"67. Mean Sagebrush Species Height in Inches on BLM range",26,"CO",1,16.53,1.37,0.083,14.77,18.29," MEAN SAGEBRUSH SPECIES HEIGHT IN INCHES ON BLM RANGE",2020,"Year","Inches","inches","Mean sagebrush species height in inches on BLM rangelands (80% confidence interval)",51,"Mean sagebrush species height in inches on BLM rangelands (80% confidence interval)",""
"67. Mean Sagebrush Species Height in Inches on BLM range",26,"CO",2,19.45,2.96,0.152,15.66,23.23," MEAN SAGEBRUSH SPECIES HEIGHT IN INCHES ON BLM RANGE",2020,"Year","Inches","inches","Mean sagebrush species height in inches on BLM rangelands (80% confidence interval)",51,"Mean sagebrush species height in inches on BLM rangelands (80% confidence interval)",""
"67. Mean Sagebrush Species Height in Inches on BLM range",26,"ID",1,0,0,0,0,0," MEAN SAGEBRUSH SPECIES HEIGHT IN INCHES ON BLM RANGE",2020,"Year","Inches","inches","Mean sagebrush species height in inches on BLM rangelands (80% confidence interval)",51,"Mean sagebrush species height in inches on BLM rangelands (80% confidence interval)",""
"67. Mean Sagebrush Species Height in Inches on BLM range",26,"ID",2,0,0,0,0,0," MEAN SAGEBRUSH SPECIES HEIGHT IN INCHES ON BLM RANGE",2020,"Year","Inches","inches","Mean sagebrush species height in inches on BLM rangelands (80% confidence interval)",51,"Mean sagebrush species height in inches on BLM rangelands (80% confidence interval)",""
"67. Mean Sagebrush Species Height in Inches on BLM range",26,"MT",1,10.6,0.57,0.053,9.87,11.32," MEAN SAGEBRUSH SPECIES HEIGHT IN INCHES ON BLM RANGE",2020,"Year","Inches","inches","Mean sagebrush species height in inches on BLM rangelands (80% confidence interval)",51,"Mean sagebrush species height in inches on BLM rangelands (80% confidence interval)",""
"67. Mean Sagebrush Species Height in Inches on BLM range",26,"MT",2,14.17,1.2,0.085,12.62,15.71," MEAN SAGEBRUSH SPECIES HEIGHT IN INCHES ON BLM RANGE",2020,"Year","Inches","inches","Mean sagebrush species height in inches on BLM rangelands (80% confidence interval)",51,"Mean sagebrush species height in inches on BLM rangelands (80% confidence interval)",""
"67. Mean Sagebrush Species Height in Inches on BLM range",26,"NV",1,18.32,0.9,0.049,17.17,19.46," MEAN SAGEBRUSH SPECIES HEIGHT IN INCHES ON BLM RANGE",2020,"Year","Inches","inches","Mean sagebrush species height in inches on BLM rangelands (80% confidence interval)",51,"Mean sagebrush species height in inches on BLM rangelands (80% confidence interval)",""
"67. Mean Sagebrush Species Height in Inches on BLM range",26,"NV",2,12.83,1.03,0.081,11.5,14.15," MEAN SAGEBRUSH SPECIES HEIGHT IN INCHES ON BLM RANGE",2020,"Year","Inches","inches","Mean sagebrush species height in inches on BLM rangelands (80% confidence interval)",51,"Mean sagebrush species height in inches on BLM rangelands (80% confidence interval)",""
"67. Mean Sagebrush Species Height in Inches on BLM range",26,"NM",2,16.26,1.69,0.104,14.1,18.42," MEAN SAGEBRUSH SPECIES HEIGHT IN INCHES ON BLM RANGE",2020,"Year","Inches","inches","Mean sagebrush species height in inches on BLM rangelands (80% confidence interval)",51,"Mean sagebrush species height in inches on BLM rangelands (80% confidence interval)",""
"67. Mean Sagebrush Species Height in Inches on BLM range",26,"OR",1,18.2,0.89,0.049,17.06,19.34," MEAN SAGEBRUSH SPECIES HEIGHT IN INCHES ON BLM RANGE",2020,"Year","Inches","inches","Mean sagebrush species height in inches on BLM rangelands (80% confidence interval)",51,"Mean sagebrush species height in inches on BLM rangelands (80% confidence interval)",""
"67. Mean Sagebrush Species Height in Inches on BLM range",26,"OR",2,17.04,1.02,0.06,15.73,18.36," MEAN SAGEBRUSH SPECIES HEIGHT IN INCHES ON BLM RANGE",2020,"Year","Inches","inches","Mean sagebrush species height in inches on BLM rangelands (80% confidence interval)",51,"Mean sagebrush species height in inches on BLM rangelands (80% confidence interval)",""
"67. Mean Sagebrush Species Height in Inches on BLM range",26,"SD",2,9.8,9.63,0.983,0,22.14," MEAN SAGEBRUSH SPECIES HEIGHT IN INCHES ON BLM RANGE",2020,"Year","Inches","inches","Mean sagebrush species height in inches on BLM rangelands (80% confidence interval)",51,"Mean sagebrush species height in inches on BLM rangelands (80% confidence interval)",""
"67. Mean Sagebrush Species Height in Inches on BLM range",26,"UT",1,15.17,2.64,0.174,11.79,18.55," MEAN SAGEBRUSH SPECIES HEIGHT IN INCHES ON BLM RANGE",2020,"Year","Inches","inches","Mean sagebrush species height in inches on BLM rangelands (80% confidence interval)",51,"Mean sagebrush species height in inches on BLM rangelands (80% confidence interval)",""
"67. Mean Sagebrush Species Height in Inches on BLM range",26,"UT",2,12.65,0.95,0.075,11.43,13.86," MEAN SAGEBRUSH SPECIES HEIGHT IN INCHES ON BLM RANGE",2020,"Year","Inches","inches","Mean sagebrush species height in inches on BLM rangelands (80% confidence interval)",51,"Mean sagebrush species height in inches on BLM rangelands (80% confidence interval)",""
"67. Mean Sagebrush Species Height in Inches on BLM range",26,"WA",2,18.75,18.42,0.983,0,42.36," MEAN SAGEBRUSH SPECIES HEIGHT IN INCHES ON BLM RANGE",2020,"Year","Inches","inches","Mean sagebrush species height in inches on BLM rangelands (80% confidence interval)",51,"Mean sagebrush species height in inches on BLM rangelands (80% confidence interval)",""
"67. Mean Sagebrush Species Height in Inches on BLM range",29,"ID",2,0,0,0,0,0," MEAN SAGEBRUSH SPECIES HEIGHT IN INCHES ON BLM RANGE",2020,"Year","Inches","inches","Mean sagebrush species height in inches on BLM rangelands (80% confidence interval)",51,"Mean sagebrush species height in inches on BLM rangelands (80% confidence interval)",""
"67. Mean Sagebrush Species Height in Inches on BLM range",29,"MT",1,10.6,0.57,0.053,9.87,11.32," MEAN SAGEBRUSH SPECIES HEIGHT IN INCHES ON BLM RANGE",2020,"Year","Inches","inches","Mean sagebrush species height in inches on BLM rangelands (80% confidence interval)",51,"Mean sagebrush species height in inches on BLM rangelands (80% confidence interval)",""
"67. Mean Sagebrush Species Height in Inches on BLM range",29,"MT",2,14.17,1.2,0.085,12.62,15.71," MEAN SAGEBRUSH SPECIES HEIGHT IN INCHES ON BLM RANGE",2020,"Year","Inches","inches","Mean sagebrush species height in inches on BLM rangelands (80% confidence interval)",51,"Mean sagebrush species height in inches on BLM rangelands (80% confidence interval)",""
"67. Mean Sagebrush Species Height in Inches on BLM range",29,"NV",1,18.32,0.9,0.049,17.17,19.46," MEAN SAGEBRUSH SPECIES HEIGHT IN INCHES ON BLM RANGE",2020,"Year","Inches","inches","Mean sagebrush species height in inches on BLM rangelands (80% confidence interval)",51,"Mean sagebrush species height in inches on BLM rangelands (80% confidence interval)",""
"67. Mean Sagebrush Species Height in Inches on BLM range",29,"NV",2,12.83,1.03,0.081,11.5,14.15," MEAN SAGEBRUSH SPECIES HEIGHT IN INCHES ON BLM RANGE",2020,"Year","Inches","inches","Mean sagebrush species height in inches on BLM rangelands (80% confidence interval)",51,"Mean sagebrush species height in inches on BLM rangelands (80% confidence interval)",""
"67. Mean Sagebrush Species Height in Inches on BLM range",29,"NM",2,16.26,1.69,0.104,14.1,18.42," MEAN SAGEBRUSH SPECIES HEIGHT IN INCHES ON BLM RANGE",2020,"Year","Inches","inches","Mean sagebrush species height in inches on BLM rangelands (80% confidence interval)",51,"Mean sagebrush species height in inches on BLM rangelands (80% confidence interval)",""
"67. Mean Sagebrush Species Height in Inches on BLM range",29,"OR",1,18.2,0.89,0.049,17.06,19.34," MEAN SAGEBRUSH SPECIES HEIGHT IN INCHES ON BLM RANGE",2020,"Year","Inches","inches","Mean sagebrush species height in inches on BLM rangelands (80% confidence interval)",51,"Mean sagebrush species height in inches on BLM rangelands (80% confidence interval)",""
"67. Mean Sagebrush Species Height in Inches on BLM range",29,"OR",2,17.04,1.02,0.06,15.73,18.36," MEAN SAGEBRUSH SPECIES HEIGHT IN INCHES ON BLM RANGE",2020,"Year","Inches","inches","Mean sagebrush species height in inches on BLM rangelands (80% confidence interval)",51,"Mean sagebrush species height in inches on BLM rangelands (80% confidence interval)",""
"67. Mean Sagebrush Species Height in Inches on BLM range",29,"SD",2,9.8,9.63,0.983,0,22.14," MEAN SAGEBRUSH SPECIES HEIGHT IN INCHES ON BLM RANGE",2020,"Year","Inches","inches","Mean sagebrush species height in inches on BLM rangelands (80% confidence interval)",51,"Mean sagebrush species height in inches on BLM rangelands (80% confidence interval)",""
"67. Mean Sagebrush Species Height in Inches on BLM range",29,"UT",1,15.17,2.64,0.174,11.79,18.55," MEAN SAGEBRUSH SPECIES HEIGHT IN INCHES ON BLM RANGE",2020,"Year","Inches","inches","Mean sagebrush species height in inches on BLM rangelands (80% confidence interval)",51,"Mean sagebrush species height in inches on BLM rangelands (80% confidence interval)",""
"67. Mean Sagebrush Species Height in Inches on BLM range",29,"UT",2,12.65,0.95,0.075,11.43,13.86," MEAN SAGEBRUSH SPECIES HEIGHT IN INCHES ON BLM RANGE",2020,"Year","Inches","inches","Mean sagebrush species height in inches on BLM rangelands (80% confidence interval)",51,"Mean sagebrush species height in inches on BLM rangelands (80% confidence interval)",""
"67. Mean Sagebrush Species Height in Inches on BLM range",29,"WA",2,18.75,18.42,0.983,0,42.36," MEAN SAGEBRUSH SPECIES HEIGHT IN INCHES ON BLM RANGE",2020,"Year","Inches","inches","Mean sagebrush species height in inches on BLM rangelands (80% confidence interval)",51,"Mean sagebrush species height in inches on BLM rangelands (80% confidence interval)",""
"67. Mean Sagebrush Species Height in Inches on BLM range",29,"WY",1,10.99,0.35,0.032,10.54,11.44," MEAN SAGEBRUSH SPECIES HEIGHT IN INCHES ON BLM RANGE",2020,"Year","Inches","inches","Mean sagebrush species height in inches on BLM rangelands (80% confidence interval)",51,"Mean sagebrush species height in inches on BLM rangelands (80% confidence interval)",""
"67. Mean Sagebrush Species Height in Inches on BLM range",29,"WY",2,11.68,6.21,0.531,3.73,19.64," MEAN SAGEBRUSH SPECIES HEIGHT IN INCHES ON BLM RANGE",2020,"Year","Inches","inches","Mean sagebrush species height in inches on BLM rangelands (80% confidence interval)",51,"Mean sagebrush species height in inches on BLM rangelands (80% confidence interval)",""
"67. Mean Sagebrush Species Height in Inches on BLM range",26,"WY",1,10.99,0.35,0.032,10.54,11.44," MEAN SAGEBRUSH SPECIES HEIGHT IN INCHES ON BLM RANGE",2020,"Year","Inches","inches","Mean sagebrush species height in inches on BLM rangelands (80% confidence interval)",51,"Mean sagebrush species height in inches on BLM rangelands (80% confidence interval)",""
"67. Mean Sagebrush Species Height in Inches on BLM range",26,"WY",2,11.68,6.21,0.531,3.73,19.64," MEAN SAGEBRUSH SPECIES HEIGHT IN INCHES ON BLM RANGE",2020,"Year","Inches","inches","Mean sagebrush species height in inches on BLM rangelands (80% confidence interval)",51,"Mean sagebrush species height in inches on BLM rangelands (80% confidence interval)",""
"68. Percent Columnar Shaped Sagebrush on BLM range",30,"CA",1,0,0,0,0,0," PERCENT COLUMNAR SHAPED SAGEBRUSH ON BLM RANGE",2020,"Year","Percent of sagebrush on BLM-administered lands","percent","Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval)",52,"Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval)",""
"68. Percent Columnar Shaped Sagebrush on BLM range",30,"CA",2,0,0,0,0,0," PERCENT COLUMNAR SHAPED SAGEBRUSH ON BLM RANGE",2020,"Year","Percent of sagebrush on BLM-administered lands","percent","Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval)",52,"Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval)",""
"68. Percent Columnar Shaped Sagebrush on BLM range",30,"CO",1,37.96,5.21,0.137,31.28,44.64," PERCENT COLUMNAR SHAPED SAGEBRUSH ON BLM RANGE",2020,"Year","Percent of sagebrush on BLM-administered lands","percent","Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval)",52,"Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval)",""
"68. Percent Columnar Shaped Sagebrush on BLM range",30,"CO",2,44.56,11.47,0.257,29.86,59.26," PERCENT COLUMNAR SHAPED SAGEBRUSH ON BLM RANGE",2020,"Year","Percent of sagebrush on BLM-administered lands","percent","Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval)",52,"Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval)",""
"68. Percent Columnar Shaped Sagebrush on BLM range",30,"ID",1,0,0,0,0,0," PERCENT COLUMNAR SHAPED SAGEBRUSH ON BLM RANGE",2020,"Year","Percent of sagebrush on BLM-administered lands","percent","Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval)",52,"Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval)",""
"68. Percent Columnar Shaped Sagebrush on BLM range",30,"ID",2,0,0,0,0,0," PERCENT COLUMNAR SHAPED SAGEBRUSH ON BLM RANGE",2020,"Year","Percent of sagebrush on BLM-administered lands","percent","Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval)",52,"Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval)",""
"68. Percent Columnar Shaped Sagebrush on BLM range",30,"MT",1,2.11,1.07,0.505,0.75,3.48," PERCENT COLUMNAR SHAPED SAGEBRUSH ON BLM RANGE",2020,"Year","Percent of sagebrush on BLM-administered lands","percent","Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval)",52,"Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval)",""
"68. Percent Columnar Shaped Sagebrush on BLM range",30,"MT",2,30.15,12.48,0.414,14.16,46.14," PERCENT COLUMNAR SHAPED SAGEBRUSH ON BLM RANGE",2020,"Year","Percent of sagebrush on BLM-administered lands","percent","Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval)",52,"Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval)",""
"68. Percent Columnar Shaped Sagebrush on BLM range",30,"NV",1,6.69,2.13,0.318,3.96,9.42," PERCENT COLUMNAR SHAPED SAGEBRUSH ON BLM RANGE",2020,"Year","Percent of sagebrush on BLM-administered lands","percent","Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval)",52,"Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval)",""
"68. Percent Columnar Shaped Sagebrush on BLM range",30,"NV",2,0.82,0.65,0.788,0,1.65," PERCENT COLUMNAR SHAPED SAGEBRUSH ON BLM RANGE",2020,"Year","Percent of sagebrush on BLM-administered lands","percent","Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval)",52,"Proportion of sagebrush that is columnar shaped on BLM rangelands (80% confidence interval)",""
